Gene ID,Transcript ID,Chromosome,Start,Stop,Strand,Length,Exon count,Exon lengths,Relative Exon starts,GC content,Coding potential,Mean expression ,Max expression ,Max expression time-point ,Log2 fold change ,Significant Differential GENE Expression,Max JS Specificity score ,Correlation with sense ,Sense annotation,Sense annotation description,FPKM T6,FPKM T14,FPKM T20,FPKM T24,FPKM T28,FPKM T32,FPKM T36,FPKM T40,FPKM T44,FPKM T48,FPKM TT8,FPKM R,FPKM ET,FPKM LT,FPKM S
XLOC_003037,TCONS_00004347,Pf3D7_09_v3,946998,949749,-,2751,1,"2751,","0,",0.28,,2.19,5.44,T20,2.32,,0.19,0.71,PF3D7_0923300,perforin like protein 3 (PPLP3),0.29,2.72,5.44,5.26,2.74,2.86,1.93,0.57,0.58,1.00,0.70,5.42,8.32,10.46,3.02
XLOC_003049,TCONS_00004362,Pf3D7_09_v3,1037102,1038727,-,1625,1,"1625,","0,",0.20,,4.36,17.21,TT8,3.69,,0.21,-0.79,PF3D7_0925800,"conserved Plasmodium protein, unknown function",4.92,5.52,6.24,2.61,4.46,1.94,1.03,0.41,2.06,1.61,17.21,11.31,6.07,6.52,3.63
XLOC_003062,TCONS_00004388,Pf3D7_09_v3,1165058,1165779,-,721,1,"721,","0,",0.16,,5.36,13.45,T20,2.42,,0.17,-0.41,PF3D7_0929100,"conserved Plasmodium protein, unknown function",1.69,5.83,13.45,3.56,6.49,7.49,2.90,2.39,4.81,1.94,8.45,8.11,1.05,4.96,2.79
XLOC_003068,TCONS_00004402,Pf3D7_09_v3,1210134,1211370,-,1236,1,"1236,","0,",0.21,,23.42,89.08,T44,5.79,,0.21,-0.02,"PF3D7_0930400.1,PF3D7_0930400.2","conserved Plasmodium protein, unknown function",65.23,6.20,1.84,1.13,0.95,0.63,1.27,26.77,89.08,8.80,55.69,9.26,1.13,0.00,57.43
XLOC_003074,TCONS_00004411,Pf3D7_09_v3,1271880,1272778,-,898,1,"898,","0,",0.22,,8.15,13.07,T20,2.95,,0.14,-0.87,PF3D7_0931700,"conserved Plasmodium protein, unknown function",2.73,10.74,13.07,6.74,6.87,9.71,10.56,9.63,8.46,0.82,10.28,12.66,4.73,14.01,15.53
XLOC_003091,TCONS_00004439,Pf3D7_09_v3,1354425,1356617,-,2192,1,"2192,","0,",0.16,YES,10.14,25.35,T14,3.19,YES,0.16,-0.34,PF3D7_0934600,"conserved Plasmodium protein, unknown function",7.33,25.35,25.17,12.79,5.88,6.72,4.87,5.60,8.28,1.88,7.69,15.09,7.34,6.13,12.13
XLOC_003097,TCONS_00004446,Pf3D7_09_v3,1376975,1381714,-,2919,5,"404,40,1802,250,423,","0,687,926,3574,4316,",0.21,,28.27,61.58,T36,3.55,YES,0.15,0.96,PF3D7_0935400,gametocyte development protein 1 (GDV1),21.32,6.77,4.35,6.22,14.78,37.38,61.58,59.76,52.26,31.32,15.25,12.39,37.99,255.10,180.59
XLOC_003108,TCONS_00004463,Pf3D7_09_v3,1455073,1457012,-,1939,1,"1939,","0,",0.17,,4.28,19.78,T20,4.38,YES,0.25,0.68,PF3D7_0936700,"lysophospholipase, putative",0.31,11.27,19.78,7.27,2.95,0.59,0.36,0.00,0.54,1.18,2.78,6.62,2.35,1.38,0.40
XLOC_003114,TCONS_00004469,Pf3D7_10_v3,37964,39188,+,1224,1,"1224,","0,",0.34,,2.42,9.24,T14,3.36,YES,0.24,0.36,PF3D7_1000200,rifin (RIF),0.61,9.24,4.65,4.42,2.33,0.55,0.14,0.19,0.00,0.80,3.71,1.73,1.05,0.45,0.14
XLOC_003115,TCONS_00004470,Pf3D7_10_v3,53769,55484,+,1715,1,"1715,","0,",0.19,,2.76,8.81,T28,3.29,YES,0.23,0.83,PF3D7_1000700,"Plasmodium exported protein (PHISTa), unknown function, pseudogene",0.00,1.99,5.39,8.79,8.81,3.56,0.85,0.39,0.27,0.29,0.00,5.71,14.61,5.19,0.57
XLOC_003133,TCONS_00004492,Pf3D7_10_v3,151991,153695,+,1704,1,"1704,","0,",0.21,,5.72,10.67,TT8,2.45,,0.15,-0.22,PF3D7_1003400,"conserved Plasmodium protein, unknown function",7.34,6.97,9.39,7.26,3.84,3.77,2.26,3.63,6.64,1.14,10.67,10.87,5.58,5.60,14.00
XLOC_003142,TCONS_00004504,Pf3D7_10_v3,247163,248959,+,1796,1,"1796,","0,",0.19,,8.64,20.37,T14,2.85,,0.16,-0.77,PF3D7_1005700,"DnaJ protein, putative",2.03,20.37,16.63,10.28,13.51,14.39,4.27,2.51,3.32,1.96,5.79,9.91,14.06,19.04,5.00
XLOC_003192,TCONS_00004575,Pf3D7_10_v3,550102,551284,+,1182,1,"1182,","0,",0.15,,6.82,17.89,T14,3.52,,0.18,-0.07,PF3D7_1014000,"GDP-fucose synthase, putative",5.39,17.89,17.66,3.54,2.52,2.92,3.18,2.60,2.91,0.64,15.75,11.76,2.51,4.15,3.10
XLOC_003207,TCONS_00004597,Pf3D7_10_v3,660303,663027,+,2724,1,"2724,","0,",0.18,YES,15.87,48.41,T20,5.31,,0.18,0.68,PF3D7_1016500,"Plasmodium exported protein (PHISTc), unknown function",2.77,18.15,48.41,32.83,31.58,16.14,4.93,1.99,1.26,0.25,16.22,16.08,12.99,11.58,1.31
XLOC_003224,TCONS_00004620,Pf3D7_10_v3,811991,812745,+,754,1,"754,","0,",0.21,,12.32,45.85,T48,5.33,,0.23,-0.61,PF3D7_1020000,"large subunit rRNA processing RRM protein, putative",10.34,1.04,1.72,0.25,0.16,0.63,0.47,9.54,45.25,45.85,20.30,3.24,0.37,0.90,30.30
XLOC_003230,TCONS_00004627,Pf3D7_10_v3,847803,849533,+,1730,1,"1730,","0,",0.18,,2.64,6.78,T20,2.00,,0.18,-0.68,PF3D7_1021000,"conserved Plasmodium protein, unknown function",1.19,5.22,6.78,2.03,1.33,2.35,1.40,2.02,2.01,0.94,3.79,1.98,0.70,2.00,3.15
XLOC_003241,TCONS_00004642,Pf3D7_10_v3,963320,964530,+,1210,1,"1210,","0,",0.23,,3.74,12.24,TT8,3.16,,0.21,-0.15,PF3D7_1023100,"dynein heavy chain, putative",10.56,2.30,0.83,1.14,0.48,0.78,1.59,1.92,7.73,1.58,12.24,5.21,1.43,4.45,20.05
XLOC_003267,TCONS_00004678,Pf3D7_10_v3,1166044,1167038,+,994,1,"994,","0,",0.25,,4.11,17.14,T48,3.87,,0.23,0.42,PF3D7_1028200,"zinc finger, C3HC4 type, putative",8.54,2.04,0.63,0.39,0.25,0.24,0.80,3.00,9.08,17.14,3.03,2.40,1.25,0.57,12.78
XLOC_003270,TCONS_00004685,Pf3D7_10_v3,1184648,1185214,+,566,1,"566,","0,",0.22,,3.00,6.64,T44,2.29,,0.18,0.33,PF3D7_1028900,"conserved Plasmodium protein, unknown function",0.56,0.69,0.75,1.47,1.20,4.28,2.78,5.78,6.64,4.67,4.18,7.78,0.99,21.93,25.65
XLOC_003273,TCONS_00004692,Pf3D7_10_v3,1208047,1209311,+,1264,1,"1264,","0,",0.24,,2.18,7.29,T14,2.83,,0.22,-0.39,PF3D7_1029700,"conserved Plasmodium protein, unknown function",1.80,7.29,2.96,1.30,1.13,0.38,0.73,0.76,0.17,1.49,5.99,7.38,4.81,2.96,0.95
XLOC_003276,TCONS_00004695,Pf3D7_10_v3,1230186,1231587,+,1401,1,"1401,","0,",0.30,,2.05,5.82,TT8,2.31,,0.20,-0.25,PF3D7_1030200,"conserved Plasmodium protein, unknown function",1.35,4.10,3.34,1.47,2.26,1.82,0.68,0.38,0.51,0.81,5.82,4.76,6.83,7.44,1.39
XLOC_003277,TCONS_00004696,Pf3D7_10_v3,1240696,1242193,+,1497,1,"1497,","0,",0.17,,11.02,35.98,TT8,2.78,YES,0.17,0.39,PF3D7_1030400,"conserved Plasmodium protein, unknown function",9.55,11.20,9.45,4.80,5.49,7.20,4.38,8.08,16.76,8.33,35.98,11.04,6.27,8.70,28.28
XLOC_003319,TCONS_00004758,Pf3D7_10_v3,1481045,1483091,+,2046,1,"2046,","0,",0.15,,12.99,56.09,T20,5.18,,0.21,-0.59,PF3D7_1037400,"conserved Plasmodium protein, unknown function",5.93,38.45,56.09,16.26,5.51,3.99,1.00,1.46,0.57,0.82,12.78,24.85,3.21,3.95,1.07
XLOC_003345,TCONS_00004790,Pf3D7_10_v3,1644413,1646647,+,2234,1,"2234,","0,",0.35,,0.46,0.88,T48,0.66,,0.18,0.19,PF3D7_1041300,"erythrocyte membrane protein 1, PfEMP1 (VAR)",0.76,0.19,0.43,0.47,0.38,0.27,0.32,0.37,0.52,0.88,0.51,4.49,7.61,10.20,13.46
XLOC_003355,TCONS_00004800,Pf3D7_10_v3,59950,62862,-,2912,1,"2912,","0,",0.21,,7.69,24.32,T24,3.70,,0.20,-0.16,PF3D7_1000900,"erythrocyte membrane protein 1 (PfEMP1), truncated",1.25,1.11,18.85,24.32,15.97,13.13,4.00,1.83,1.54,0.95,1.62,9.01,25.68,15.25,4.30
XLOC_003367,TCONS_00004827,Pf3D7_10_v3,117212,118894,-,1682,1,"1682,","0,",0.21,,2.28,11.19,TT8,3.45,,0.26,0.03,PF3D7_1002300,"conserved Plasmodium protein, unknown function",3.46,4.21,1.63,1.20,1.03,0.24,0.41,0.11,0.61,0.99,11.19,4.23,1.21,1.22,0.85
XLOC_003370,TCONS_00004831,Pf3D7_10_v3,136596,137773,-,1177,1,"1177,","0,",0.17,,5.77,13.66,T14,1.96,,0.16,-0.61,PF3D7_1002800,"DnaJ protein, putative",4.77,13.66,9.21,3.02,2.77,6.53,3.93,6.39,6.19,2.78,4.20,7.72,3.67,11.77,16.51
XLOC_003371,TCONS_00004832,Pf3D7_10_v3,145138,146277,-,1139,1,"1139,","0,",0.21,,7.52,22.13,T32,2.91,,0.18,0.25,PF3D7_1003000,"conserved Plasmodium protein, unknown function",5.28,3.35,2.58,2.12,2.07,22.13,12.17,13.07,11.59,2.93,5.48,1.27,1.75,18.98,19.83
XLOC_003377,TCONS_00004838,Pf3D7_10_v3,178456,179008,-,552,1,"552,","0,",0.20,,8.28,19.47,T20,2.74,,0.16,0.91,PF3D7_1003900,"conserved Plasmodium protein, unknown function",3.39,17.09,19.47,12.19,7.86,6.41,4.60,3.69,2.06,2.38,11.98,28.66,10.22,4.73,3.20
XLOC_003390,TCONS_00004856,Pf3D7_10_v3,251565,253146,-,1581,1,"1581,","0,",0.18,,10.14,25.53,T32,3.17,YES,0.17,0.11,PF3D7_1005800,"conserved Plasmodium membrane protein, unknown function",5.50,4.25,1.98,2.27,9.75,25.53,21.51,17.91,15.26,1.95,5.66,3.81,6.89,26.46,27.35
XLOC_003396,TCONS_00004862,Pf3D7_10_v3,270896,272154,-,1258,1,"1258,","0,",0.18,,26.70,60.95,T32,2.23,,0.15,0.54,PF3D7_1006500,"conserved Plasmodium protein, unknown function",12.24,17.29,30.94,33.31,49.21,60.95,25.08,13.46,17.15,20.97,13.12,18.46,15.10,18.80,10.24
XLOC_003432,TCONS_00004913,Pf3D7_10_v3,540580,541814,-,1234,1,"1234,","0,",0.20,,11.75,44.35,T44,5.50,YES,0.22,-0.04,PF3D7_1013700,"conserved Plasmodium protein, unknown function",27.38,2.31,0.80,0.14,0.00,0.09,1.53,16.86,44.35,17.86,17.97,2.69,0.20,0.49,77.41
XLOC_003456,TCONS_00004956,Pf3D7_10_v3,735240,735743,-,503,1,"503,","0,",0.19,,12.63,26.50,T20,4.02,,0.16,0.67,PF3D7_1018400,"conserved Plasmodium protein, unknown function",20.22,22.30,26.50,14.32,15.61,8.05,4.77,1.62,0.69,1.54,23.26,15.72,5.96,8.59,5.53
XLOC_003473,TCONS_00004985,Pf3D7_10_v3,833061,834296,-,1235,1,"1235,","0,",0.19,,8.27,21.03,TT8,3.31,,0.17,-0.36,PF3D7_1020600,"conserved Plasmodium membrane protein, unknown function",5.60,16.80,18.19,8.78,7.60,6.37,1.44,1.70,1.22,2.27,21.03,20.23,10.31,7.30,0.91
XLOC_003500,TCONS_00005024,Pf3D7_10_v3,1030397,1031927,-,1530,1,"1530,","0,",0.22,,25.19,94.98,TT8,3.99,YES,0.17,-0.79,PF3D7_1024700,"conserved Plasmodium protein, unknown function",11.99,62.91,41.69,14.75,10.72,10.25,5.02,6.84,8.41,9.54,94.98,46.42,27.77,50.14,19.79
XLOC_003520,TCONS_00005057,Pf3D7_10_v3,1157237,1158818,-,1581,1,"1581,","0,",0.19,,3.48,10.85,T20,3.57,,0.22,-0.69,PF3D7_1027900,"DHHC-type zinc finger protein, putative",0.85,8.38,10.85,8.98,4.30,1.81,1.15,0.42,0.58,0.00,0.99,9.38,7.10,4.01,1.41
XLOC_003538,TCONS_00005083,Pf3D7_10_v3,1248510,1249470,-,960,1,"960,","0,",0.20,,5.70,19.46,T40,4.35,,0.22,-0.57,PF3D7_1030700,"RNA methyltransferase, putative",6.99,1.61,0.44,0.00,0.15,0.44,4.75,19.46,15.49,1.93,11.39,1.97,0.00,1.05,66.34
XLOC_003542,TCONS_00005088,Pf3D7_10_v3,1257312,1258574,-,1262,1,"1262,","0,",0.29,,3.33,7.41,T20,1.92,,0.17,-0.29,PF3D7_1031200,MORN repeat-containing protein 1 (MORN1),2.83,1.32,7.41,6.38,2.16,1.43,2.57,2.75,2.31,1.22,6.24,4.88,7.24,4.33,7.94
XLOC_003561,TCONS_00005119,Pf3D7_10_v3,1403379,1406452,-,3073,1,"3073,","0,",0.17,,3.66,13.22,T44,3.67,,0.25,0.88,PF3D7_1035400,merozoite surface protein 3 (MSP3),3.75,0.45,0.40,0.34,0.11,0.24,0.18,1.47,13.22,10.82,9.26,1.57,0.13,0.00,4.04
XLOC_003563,TCONS_00005121,Pf3D7_10_v3,1420804,1423343,-,2539,1,"2539,","0,",0.26,,6.46,21.92,T44,4.47,YES,0.23,-0.65,PF3D7_1035800,"probable protein, unknown function (M712)",16.17,0.70,0.21,0.11,0.14,0.03,1.21,9.56,21.92,6.69,14.26,3.63,0.00,0.35,36.45
XLOC_003591,TCONS_00005155,Pf3D7_11_v3,66514,67698,+,1184,1,"1184,","0,",0.32,,2.24,8.42,T14,3.04,,0.24,0.16,PF3D7_1101100,rifin (RIF),1.01,8.42,3.60,2.67,1.27,0.23,0.23,0.32,0.14,0.29,6.44,6.30,4.11,0.53,0.17
XLOC_003597,TCONS_00005161,Pf3D7_11_v3,123568,124764,+,1196,1,"1196,","0,",0.20,,4.13,15.89,T14,3.59,,0.22,-0.15,PF3D7_1102600,"Plasmodium exported protein, unknown function (GEXP14)",2.37,15.89,10.81,3.96,2.28,2.22,0.76,0.44,0.40,0.86,5.45,6.83,1.22,1.73,0.86
XLOC_003628,TCONS_00005208,Pf3D7_11_v3,317402,319123,+,1721,1,"1721,","0,",0.26,,11.39,69.43,TT8,5.21,YES,0.22,-0.65,PF3D7_1107400,Rad51 homolog (RAD51),7.46,12.25,10.15,8.34,6.04,2.89,0.91,1.06,1.98,4.84,69.43,15.50,11.59,7.30,2.19
XLOC_003631,TCONS_00005211,Pf3D7_11_v3,343236,344645,+,1409,1,"1409,","0,",0.17,,6.20,21.89,TT8,3.87,,0.20,0.53,PF3D7_1107900,mechanosensitive ion channel protein,13.18,2.57,2.01,1.30,1.43,0.56,1.02,5.85,12.30,6.05,21.89,10.12,1.95,2.68,44.38
XLOC_003663,TCONS_00005267,Pf3D7_11_v3,547066,548080,+,1014,1,"1014,","0,",0.17,,8.63,41.24,TT8,4.70,,0.22,-0.72,PF3D7_1114400,"conserved Plasmodium protein, unknown function",9.60,11.30,18.04,4.58,2.29,1.83,0.62,1.07,3.76,0.64,41.24,4.55,1.04,1.73,1.74
XLOC_003673,TCONS_00005284,Pf3D7_11_v3,615252,617197,+,1945,1,"1945,","0,",0.19,,7.22,16.61,T44,3.56,,0.18,-0.78,"PF3D7_1116200.1,PF3D7_1116200.2",pyridoxine biosynthesis protein PDX2 (PDX2),13.15,1.79,0.49,1.16,1.50,2.30,4.12,6.04,16.61,15.84,16.45,4.14,3.46,8.54,28.61
XLOC_003687,TCONS_00005305,Pf3D7_11_v3,714101,715494,+,1393,1,"1393,","0,",0.22,,3.02,11.97,T44,3.70,,0.25,0.28,PF3D7_1118800,"conserved Plasmodium protein, unknown function",6.30,0.89,0.00,0.25,0.17,0.26,0.84,6.43,11.97,0.97,5.17,1.27,0.18,0.55,14.41
XLOC_003701,TCONS_00005326,Pf3D7_11_v3,800542,801458,+,916,1,"916,","0,",0.20,,5.70,14.68,T14,2.52,,0.17,-0.67,PF3D7_1121200,"conserved Plasmodium protein, unknown function",5.21,14.68,9.93,3.13,1.72,3.44,2.02,4.73,2.94,1.90,12.95,10.02,1.70,4.48,7.42
XLOC_003729,TCONS_00005365,Pf3D7_11_v3,1018216,1019887,+,1671,1,"1671,","0,",0.22,,2.85,7.93,T20,2.79,,0.20,-0.58,PF3D7_1126100,"autophagy-related protein 7, putative (ATG7)",0.47,5.33,7.93,5.78,3.19,3.03,0.85,1.28,1.08,0.29,2.14,5.16,7.25,8.97,2.66
XLOC_003735,TCONS_00005375,Pf3D7_11_v3,1060058,1061258,+,1200,1,"1200,","0,",0.22,,10.63,46.90,TT8,5.02,,0.22,-0.75,PF3D7_1127100,deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase),6.96,29.91,13.23,10.26,3.40,1.37,0.59,0.47,1.98,1.87,46.90,12.77,11.56,5.36,2.28
XLOC_003759,TCONS_00005413,Pf3D7_11_v3,1210444,1211571,+,1127,1,"1127,","0,",0.24,,1.00,3.11,T32,2.04,,0.24,-0.27,PF3D7_1131500,"conserved Plasmodium protein, unknown function",0.00,0.00,0.30,0.47,1.31,3.11,2.59,1.88,0.00,0.83,0.49,0.43,4.18,15.70,3.51
XLOC_003761,TCONS_00005415,Pf3D7_11_v3,1234070,1235418,+,1348,1,"1348,","0,",0.22,,4.45,10.07,T24,1.88,,0.17,-0.53,PF3D7_1131900,"conserved Plasmodium protein, unknown function",2.00,2.19,2.72,10.07,8.73,6.41,2.82,2.06,5.76,2.14,4.07,6.66,14.10,20.59,9.47
XLOC_003799,TCONS_00005464,Pf3D7_11_v3,1480775,1481700,+,691,3,"24,424,243,","0,109,682,",0.28,,3.66,17.46,T14,4.21,YES,0.23,-0.45,PF3D7_1137800,"conserved Plasmodium protein, unknown function",1.96,17.46,4.76,3.62,2.06,3.45,1.20,1.45,0.83,0.00,3.51,4.59,1.21,2.77,0.00
XLOC_003818,TCONS_00005498,Pf3D7_11_v3,1672532,1673495,+,963,1,"963,","0,",0.25,,2.62,4.65,T24,2.50,,0.17,-0.84,PF3D7_1141800,"phd finger protein, putative",0.56,4.53,4.38,4.65,4.46,3.88,3.25,1.59,0.23,0.00,1.28,3.98,9.84,12.25,1.97
XLOC_003820,TCONS_00005500,Pf3D7_11_v3,1692891,1693963,+,1072,1,"1072,","0,",0.19,,7.33,32.43,TT8,4.69,,0.23,-0.33,PF3D7_1142200,"conserved Plasmodium protein, unknown function",8.07,19.17,10.90,3.29,1.10,2.16,0.33,2.19,0.30,0.64,32.43,9.43,1.04,1.69,1.72
XLOC_003831,TCONS_00005518,Pf3D7_11_v3,1751486,1751976,+,490,1,"490,","0,",0.19,,47.39,111.35,TT8,2.28,,0.14,0.02,PF3D7_1143900,"carbohydrate kinase, putative",86.92,55.33,41.97,34.20,24.54,30.91,28.40,31.60,53.95,22.14,111.35,59.21,71.19,65.43,84.47
XLOC_003832,TCONS_00005519,Pf3D7_11_v3,1752181,1753403,+,968,2,"786,182,","0,1040,",0.24,,4.74,10.26,T44,2.08,,0.16,-0.73,PF3D7_1143900,"carbohydrate kinase, putative",6.64,2.61,2.52,1.67,1.88,5.08,4.93,7.94,10.26,2.55,6.08,5.31,3.57,10.05,14.61
XLOC_003838,TCONS_00005531,Pf3D7_11_v3,1779774,1780917,+,1143,1,"1143,","0,",0.19,,5.83,12.23,T40,2.41,,0.16,0.27,PF3D7_1145000,"conserved Plasmodium protein, unknown function",4.70,1.49,3.82,2.48,4.29,7.91,8.39,12.23,10.76,4.21,3.79,6.69,3.62,10.62,33.48
XLOC_003844,TCONS_00005539,Pf3D7_11_v3,1820878,1822174,+,1296,1,"1296,","0,",0.26,,1.80,4.77,T44,2.41,,0.21,-0.69,PF3D7_1146000,"nucleolar preribosomal assembly protein, putative",2.99,0.40,0.63,0.13,0.09,0.51,1.08,2.99,4.77,2.94,3.27,0.94,0.00,2.78,13.37
XLOC_003852,TCONS_00005551,Pf3D7_11_v3,1908683,1910547,+,1864,1,"1864,","0,",0.22,,5.35,11.76,T20,2.65,,0.16,-0.75,PF3D7_1148000,"serine/threonine protein kinase, putative",2.86,8.80,11.76,7.34,6.40,5.72,3.27,3.87,4.34,1.03,3.50,11.50,12.71,16.35,9.80
XLOC_003871,TCONS_00005583,Pf3D7_11_v3,28156,29504,-,1348,1,"1348,","0,",0.36,,1.36,2.99,T40,1.27,,0.18,0.23,PF3D7_1100100,"erythrocyte membrane protein 1, PfEMP1 (VAR)",1.49,0.92,1.73,1.36,0.79,0.65,1.25,2.99,1.77,1.17,0.80,4.81,7.11,5.79,10.97
XLOC_003889,TCONS_00005603,Pf3D7_11_v3,138926,139696,-,409,2,"91,318,","0,452,",0.21,,29.35,83.27,T20,3.60,YES,0.16,NA,PF3D7_1103000,"conserved Plasmodium protein, unknown function",7.53,53.23,83.27,45.67,45.42,14.51,13.83,13.85,8.91,5.95,30.64,65.56,23.98,8.64,9.30
XLOC_003945,TCONS_00005696,Pf3D7_11_v3,537153,538884,-,1731,1,"1731,","0,",0.19,,6.97,23.23,TT8,3.20,YES,0.18,0.90,PF3D7_1114000,"dynein light chain type 2, putative",10.52,5.59,4.74,1.97,1.63,4.08,2.71,2.13,9.31,10.70,23.23,11.34,4.76,9.40,16.61
XLOC_003960,TCONS_00005721,Pf3D7_11_v3,625382,626046,-,664,1,"664,","0,",0.23,YES,8.66,17.43,T36,2.30,,0.15,0.40,PF3D7_1116500,folate transporter 2 (FT2),12.87,3.37,4.31,5.49,13.97,10.72,17.43,13.06,5.85,2.75,5.43,9.09,10.06,22.80,14.87
XLOC_003966,TCONS_00005729,Pf3D7_11_v3,659285,661009,-,1724,1,"1724,","0,",0.19,,14.36,43.33,TT8,2.82,,0.16,-0.31,PF3D7_1117200,"conserved Plasmodium protein, unknown function",8.34,21.87,16.55,7.01,5.28,6.68,7.28,13.39,17.60,10.60,43.33,23.25,6.75,22.02,45.66
XLOC_003968,TCONS_00005732,Pf3D7_11_v3,668965,670174,-,1209,1,"1209,","0,",0.17,,18.55,29.34,T14,2.10,,0.14,-0.48,"PF3D7_1117600.1,PF3D7_1117600.2","conserved Plasmodium protein, unknown function",13.16,29.34,22.13,22.59,21.40,11.29,19.02,21.11,12.55,6.09,25.37,26.91,7.66,8.60,7.36
XLOC_003989,TCONS_00005767,Pf3D7_11_v3,810712,812379,-,1667,1,"1667,","0,",0.23,,3.56,7.67,T36,2.41,,0.17,0.20,PF3D7_1121400,"WD domain, G-beta repeat-containing protein",3.36,2.04,0.64,1.13,1.85,3.40,7.67,6.04,4.82,1.84,6.42,5.12,2.02,7.79,13.62
XLOC_003999,TCONS_00005782,Pf3D7_11_v3,943557,944582,-,1025,1,"1025,","0,",0.18,,9.69,25.58,TT8,3.41,,0.17,-0.81,PF3D7_1123800,"conserved Plasmodium protein, unknown function",6.67,16.30,16.53,8.96,6.54,12.61,4.38,3.45,4.09,1.49,25.58,11.71,7.70,11.98,4.05
XLOC_004028,TCONS_00005832,Pf3D7_11_v3,1114430,1116422,-,1992,1,"1992,","0,",0.18,,9.46,29.74,T44,4.72,,0.20,0.79,PF3D7_1128700,GPI8p transamidase,14.77,2.14,0.92,0.59,0.17,0.46,4.26,18.18,29.74,16.32,16.56,3.82,0.64,0.63,36.88
XLOC_004029,TCONS_00005833,Pf3D7_11_v3,1120135,1121018,-,883,1,"883,","0,",0.20,,3.45,9.40,T20,2.57,,0.19,-0.91,PF3D7_1128900,"conserved Plasmodium protein, unknown function",0.79,2.32,9.40,6.33,5.12,5.74,3.81,1.76,1.04,0.75,0.92,9.93,8.83,10.67,4.97
XLOC_004036,TCONS_00005843,Pf3D7_11_v3,1187098,1189103,-,2005,1,"2005,","0,",0.21,,2.48,7.88,T32,2.68,,0.21,0.06,PF3D7_1130800,"armadillo repeat protein PF16, putative",1.05,0.94,0.39,1.43,4.92,7.88,4.90,2.40,1.23,0.84,1.31,1.29,5.42,17.06,4.99
XLOC_004047,TCONS_00005862,Pf3D7_11_v3,1274831,1276587,-,1756,1,"1756,","0,",0.14,,12.99,39.69,T14,5.35,YES,0.20,NA,PF3D7_1133000,"conserved Plasmodium protein, unknown function",3.50,39.69,30.16,16.70,13.88,5.36,1.49,0.71,0.65,0.00,30.75,11.99,5.96,2.51,0.50
XLOC_004050,TCONS_00005865,Pf3D7_11_v3,1294321,1296066,-,1745,1,"1745,","0,",0.26,,1.92,4.89,T32,2.37,,0.19,-0.49,PF3D7_1133400,apical membrane antigen 1 (AMA1),0.14,0.85,0.89,1.53,3.27,4.89,2.56,1.69,1.86,2.09,1.37,2.80,9.25,29.58,6.93
XLOC_004078,TCONS_00005912,Pf3D7_11_v3,1540725,1542821,-,2096,1,"2096,","0,",0.14,,8.89,31.75,T44,4.04,,0.19,0.67,PF3D7_1138900,unspecified product,10.76,1.18,1.85,1.50,0.99,2.79,8.81,20.17,31.75,8.59,9.38,0.94,0.00,0.83,8.48
XLOC_004079,TCONS_00005913,Pf3D7_11_v3,1545411,1547717,-,2306,1,"2306,","0,",0.16,,9.90,39.04,T20,5.32,YES,0.24,0.30,PF3D7_1139000,unspecified product,1.52,36.11,39.04,16.99,3.11,1.00,0.15,0.14,0.37,0.00,10.51,19.69,5.89,1.04,0.14
XLOC_004084,TCONS_00005918,Pf3D7_11_v3,1567707,1573279,-,5572,1,"5572,","0,",0.13,,9.50,37.28,T28,4.39,YES,0.20,0.60,PF3D7_1139400,unspecified product,2.45,3.66,14.84,16.57,37.28,14.85,6.13,3.09,3.10,0.83,1.68,10.26,5.04,7.93,1.94
XLOC_004108,TCONS_00005956,Pf3D7_11_v3,1745577,1746324,-,747,1,"747,","0,",0.17,,7.94,18.43,TT8,2.96,,0.16,-0.50,PF3D7_1143700,"conserved Plasmodium protein, unknown function",7.26,10.21,17.13,7.71,6.35,4.44,1.50,2.04,9.25,3.01,18.43,6.00,1.60,0.88,0.67
XLOC_004134,TCONS_00006000,Pf3D7_11_v3,1972293,1974318,-,1894,2,"303,1591,","0,434,",0.25,,16.80,133.08,TT8,7.07,,0.30,-0.81,"PF3D7_1149100.1,PF3D7_1149100.2","Plasmodium exported protein, unknown function",32.65,6.19,1.79,1.48,0.23,0.12,0.00,0.83,6.05,2.38,133.08,9.89,0.35,0.53,3.10
XLOC_004141,TCONS_00006008,Pf3D7_12_v3,26282,27476,+,1194,1,"1194,","0,",0.33,,1.43,4.33,T24,2.28,,0.23,0.02,PF3D7_1200200,rifin (RIF),0.65,3.48,3.73,4.33,1.12,0.57,0.22,0.10,0.27,0.28,0.99,4.29,3.62,1.32,0.31
XLOC_004143,TCONS_00006010,Pf3D7_12_v3,48475,50645,+,2170,1,"2170,","0,",0.27,,6.81,15.13,T44,2.15,,0.16,-0.38,PF3D7_1200600,"erythrocyte membrane protein 1, PfEMP1 (VAR2CSA)",4.90,2.99,4.51,3.50,3.06,2.65,5.90,14.08,15.13,14.54,3.61,4.59,9.17,14.62,33.74
XLOC_004145,TCONS_00006012,Pf3D7_12_v3,76513,77654,+,1141,1,"1141,","0,",0.23,,5.14,29.20,TT8,4.92,,0.29,-0.57,PF3D7_1201000,"Plasmodium exported protein (PHISTb), unknown function",4.69,11.31,8.87,0.00,0.00,0.91,0.00,0.56,0.49,0.52,29.20,2.24,0.00,0.00,0.33
