circRNA_ID,Chromosome,Start,Stop,Supporting reads,Strand,Unique Supporting reads,Best quality of anchor A,Best quality of anchor B,Samples,Sample counts,Edits,Anchor overlap,Breakpoints,Length (genomic distance),Associated annotation             (if applicable),Correlation with linear counterpart,Annotation description
bowtie_circ_003075,Pf3D7_07_v3,271580,271823,2,-,2,5,40,"T20,T48","1,1",1,0,1,243,PF3D7_0705500,,"inositol-phosphate phosphatase, putative"
bowtie_circ_003080,Pf3D7_14_v3,2134481,2134637,2,-,2,40,40,S3,2,1,0,1,156,PF3D7_1452000,,rhoptry neck protein 2 (RON2)
bowtie_circ_003091,Pf3D7_02_v3,492622,492985,2,+,2,40,40,"LRET,T28","1,1",0,0,1,363,PF3D7_0212300,,"peptide chain release factor subunit 1, putative"
bowtie_circ_003095,Pf3D7_09_v3,747354,748513,2,+,2,40,40,"T48,TT4","1,1",0,0,1,1159,PF3D7_0918100,,"cytochrome b5-like heme/steroid binding protein, putative"
bowtie_circ_003108,Pf3D7_08_v3,1160829,1160964,2,+,2,40,40,"ER,T24","1,1",2,0,1,135,PF3D7_0826700,,receptor for activated c kinase (RACK)
bowtie_circ_003109,Pf3D7_07_v3,1038043,1038178,2,+,2,40,40,"T28,T32","1,1",0,0,1,135,PF3D7_0724700,,"conserved Plasmodium protein, unknown function"
bowtie_circ_003113,Pf3D7_02_v3,734374,734550,3,+,2,40,40,"MTLT,T20","2,1",1,0,1,176,PF3D7_0217800,,"40S ribosomal protein S26e, putative"
bowtie_circ_003138,Pf3D7_14_v3,937579,938141,2,+,2,40,40,"T32,T48","1,1",0,0,1,562,PF3D7_1423300,,serine/threonine protein phosphatase (PP7)
bowtie_circ_003145,Pf3D7_14_v3,783853,784006,2,-,2,0,40,"T28,T4+8","1,1",1,0,1,153,PF3D7_1418900,,"DEAD/DEAH box ATP-dependent RNA helicase, putative"
bowtie_circ_003149,Pf3D7_06_v3,816100,816223,2,+,2,40,40,"T28,T44","1,1",0,0,1,123,PF3D7_0619400,,"cell division cycle protein 48 homologue, putative"
bowtie_circ_003154,Pf3D7_13_v3,1374990,1375123,2,-,2,40,40,"T24,T40","1,1",2,0,1,133,PF3D7_1333600,,"U3 snoRNA-associated small subunit rRNA processing associated protein, putative"
bowtie_circ_003187,Pf3D7_08_v3,1120336,1120444,2,-,2,5,40,"T28,T32","1,1",1,0,1,108,PF3D7_0826100,,"E3 ubiquitin-protein ligase, putative"
bowtie_circ_003192,Pf3D7_05_v3,342280,342384,2,+,2,40,5,"LRET,MTLT","1,1",0,0,1,104,PF3D7_0508300,,triose phosphate transporter (TPT)
bowtie_circ_003194,Pf3D7_11_v3,555299,556914,2,+,2,40,40,"T12+16,T20","1,1",0,0,1,1615,PF3D7_1114700,,"serine/threonine protein kinase, putative (CLK3)"
bowtie_circ_003196,Pf3D7_06_v3,189086,189195,2,-,2,40,5,"T36,TT4","1,1",0,0,1,109,PF3D7_0604500,,"conserved Plasmodium protein, unknown function"
bowtie_circ_003199,Pf3D7_13_v3,1628165,1628471,3,-,2,40,40,"LRET,T4+8","1,2",1,0,1,306,PF3D7_1340900,,sodium-dependent phosphate transporter (PiT)
bowtie_circ_003202,Pf3D7_12_v3,320523,320670,2,-,2,40,40,"T32,T44","1,1",0,0,1,147,PF3D7_1207000,,"conserved Plasmodium protein, unknown function"
bowtie_circ_003204,Pf3D7_13_v3,2119985,2120189,2,-,2,40,5,"T12+16,T40","1,1",2,0,1,204,PF3D7_1353000,,"tryptophan-rich antigen, pseudogene"
bowtie_circ_003209,Pf3D7_06_v3,599456,599618,2,+,2,40,40,"S3,T44","1,1",1,0,1,162,PF3D7_0614300,,organic anion transporter
bowtie_circ_003235,Pf3D7_06_v3,1217920,1218070,2,+,2,40,40,"T24,T36","1,1",1,0,1,150,NA,,NA
bowtie_circ_003242,Pf3D7_04_v3,492723,492891,2,-,2,40,5,"ER,T40","1,1",0,0,1,168,PF3D7_0410900,,"conserved Plasmodium protein, unknown function"
bowtie_circ_003246,Pf3D7_14_v3,937052,937659,3,+,2,40,40,TT4,3,0,0,1,607,PF3D7_1423300,,serine/threonine protein phosphatase (PP7)
bowtie_circ_003250,Pf3D7_13_v3,1590653,1590763,2,+,2,40,40,"T4+8,T48","1,1",0,0,1,110,PF3D7_1339700,,"conserved Plasmodium protein, unknown function"
bowtie_circ_003251,Pf3D7_14_v3,1311329,1311540,2,-,2,40,40,"T24,T48","1,1",2,0,1,211,PF3D7_1433300,,"chromatin assembly factor 1 P55 subunit, putative"
bowtie_circ_003252,Pf3D7_11_v3,1133065,1133214,3,-,2,40,40,"S3,T44","2,1",0,0,1,149,PF3D7_1129300,,"conserved Plasmodium protein, unknown function"
bowtie_circ_003287,Pf3D7_11_v3,772919,773034,2,-,2,40,40,"T24,T28","1,1",0,0,1,115,PF3D7_1120500,,"tRNA nucleotidyltransferase, putative"
bowtie_circ_003288,Pf3D7_07_v3,144860,145138,3,+,2,40,40,"ER,T12+16","1,2",0,0,1,278,PF3D7_0703600,,"conserved Plasmodium protein, unknown function"
bowtie_circ_003289,Pf3D7_05_v3,360082,360241,2,+,2,40,5,"T36,T40","1,1",1,0,1,159,PF3D7_0508700,,"Pre-mRNA-processing ATP-dependent RNA helicase prp5, putative (PRP5)"
bowtie_circ_003299,Pf3D7_07_v3,1375226,1375384,2,+,2,5,40,T32,2,0,0,1,158,NA,,NA
bowtie_circ_003311,Pf3D7_08_v3,730070,731138,2,-,2,40,40,"LRET,T20","1,1",0,0,1,1068,PF3D7_0815600,,"eukaryotic translation initiation factor, putative"
bowtie_circ_003315,Pf3D7_10_v3,278773,278893,2,+,2,40,40,"MTLT,TT4","1,1",0,0,1,120,PF3D7_1006800,,"RNA binding protein, putative"
bowtie_circ_003324,Pf3D7_12_v3,1641096,1641306,2,+,2,40,40,T40,2,0,0,1,210,PF3D7_1239200,,transcription factor with AP2 domain(s) (ApiAP2)
bowtie_circ_003327,Pf3D7_12_v3,78212,78317,2,-,2,40,5,"T20,T32","1,1",1,0,1,105,PF3D7_1201000,,"Plasmodium exported protein (PHISTb), unknown function"
bowtie_circ_003331,Pf3D7_14_v3,1930506,1931092,3,+,2,40,40,"T28,T44","2,1",0,0,1,586,PF3D7_1447000,,"40S ribosomal protein S2, putative"
bowtie_circ_003332,Pf3D7_11_v3,1398635,1399694,2,-,2,40,40,"T48,TT4","1,1",0,0,1,1059,PF3D7_1135900,,"3-oxo-5-alpha-steroid 4-dehydrogenase, putative"
bowtie_circ_003338,Pf3D7_12_v3,1927637,1928341,2,+,2,40,40,"T12+16,T44","1,1",0,0,1,704,PF3D7_1246300,,"conserved Plasmodium protein, unknown function"
bowtie_circ_003339,Pf3D7_06_v3,1172746,1173355,2,-,2,40,40,"T12+16,T48","1,1",0,0,1,609,PF3D7_0628300,,"choline/ethanolaminephosphotransferase, putative (CEPT)"
bowtie_circ_003343,Pf3D7_11_v3,1122478,1122598,2,+,2,40,6,"MTLT,T24","1,1",1,0,1,120,PF3D7_1129000,,spermidine synthase (SpdSyn)
bowtie_circ_003351,Pf3D7_08_v3,571714,571972,2,-,2,40,5,"T20,T44","1,1",0,0,1,258,PF3D7_0811300,,CCR4-associated factor 1 (CAF1)
bowtie_circ_003395,Pf3D7_04_v3,871525,871759,2,+,2,40,40,"S3,T44","1,1",0,0,1,234,PF3D7_0419600,,"ran binding protein 1, putative"
bowtie_circ_003398,Pf3D7_02_v3,275631,276441,2,-,2,5,40,T48,2,0,0,1,810,PF3D7_0206900,,merozoite surface protein 5 (MSP5)
bowtie_circ_003407,Pf3D7_14_v3,1520938,1521122,2,+,2,6,40,"T40,T44","1,1",0,0,1,184,PF3D7_1437500,,"conserved Plasmodium membrane protein, unknown function"
bowtie_circ_003418,Pf3D7_09_v3,1376395,1380799,2,-,2,40,40,T44,2,0,0,1,4404,PF3D7_0935400,,gametocyte development protein 1 (GDV1)
bowtie_circ_003437,Pf3D7_03_v3,709202,709328,2,-,2,40,40,"ER,T24","1,1",2,0,1,126,PF3D7_0317300,,"conserved Plasmodium protein, unknown function"
bowtie_circ_003448,Pf3D7_12_v3,148466,149369,2,-,2,40,5,"T12+16,T24","1,1",0,0,1,903,PF3D7_1202600,,"conserved protein, unknown function"
bowtie_circ_003465,Pf3D7_02_v3,295603,295747,2,-,2,40,5,T36,2,0,0,1,144,PF3D7_0207400,,serine repeat antigen 7 (SERA7)
bowtie_circ_003469,Pf3D7_10_v3,1400695,1400800,2,+,2,5,40,"T40,T44","1,1",1,0,1,105,PF3D7_1035300,,glutamate-rich protein (GLURP)
bowtie_circ_003473,Pf3D7_11_v3,397527,397674,2,-,2,40,40,"MTLT,TT4","1,1",2,0,1,147,PF3D7_1109900,,"apicoplast ribosomal protein L36e precursor, putative"
bowtie_circ_003479,Pf3D7_06_v3,172886,173021,2,-,2,40,5,"T40,T44","1,1",0,0,1,135,PF3D7_0604100,,"transcription factor with AP2 domain(s),SPE2-interacting protein (SIP2)"
bowtie_circ_003484,Pf3D7_05_v3,56504,56647,2,+,2,40,5,T28,2,0,0,1,143,PF3D7_0501000,,"Plasmodium exported protein, unknown function"
bowtie_circ_003489,Pf3D7_08_v3,113878,113993,2,+,2,40,40,"T24,T28","1,1",2,0,1,115,PF3D7_0801700,,"sentrin-specific protease 2, putative (SENP2)"
bowtie_circ_003509,Pf3D7_08_v3,569669,569882,2,+,2,40,5,"T32,T48","1,1",0,0,1,213,PF3D7_0811300,,CCR4-associated factor 1 (CAF1)
bowtie_circ_003510,Pf3D7_11_v3,251655,251939,2,+,2,40,40,S3,2,0,0,1,284,PF3D7_1105800,,"conserved Plasmodium protein, unknown function"
bowtie_circ_003511,Pf3D7_07_v3,210813,210936,2,-,2,40,40,T44,2,2,0,1,123,PF3D7_0704500,,"serine/threonine protein kinase, putative"
bowtie_circ_003512,Pf3D7_13_v3,456366,456468,2,-,2,40,40,"T12+16,T24","1,1",0,0,1,102,PF3D7_1310300,,"zinc finger protein, putative"
bowtie_circ_003536,Pf3D7_14_v3,2367483,2367609,2,+,2,40,40,"T28,TT4","1,1",2,0,1,126,PF3D7_1457700,,"large ribosomal subunit nuclear export factor, putative"
bowtie_circ_003540,Pf3D7_05_v3,295120,295323,2,-,2,40,40,"T32,T40","1,1",0,0,1,203,PF3D7_0507100,,"60S ribosomal protein L4, putative"
bowtie_circ_003541,Pf3D7_12_v3,77550,77652,2,-,2,40,40,"T24,T32","1,1",2,0,1,102,PF3D7_1201000,,"Plasmodium exported protein (PHISTb), unknown function"
bowtie_circ_003543,Pf3D7_06_v3,942481,942857,2,-,2,40,40,"S3,T40","1,1",0,0,1,376,PF3D7_0623100,,"coronin binding protein, putative"
bowtie_circ_003545,Pf3D7_12_v3,1067661,1069048,2,-,2,40,40,"MTLT,T12+16","1,1",0,0,1,1387,PF3D7_1226400,,"conserved Plasmodium protein, unknown function"
bowtie_circ_003550,Pf3D7_09_v3,130441,130654,2,+,2,40,40,"T20,T24","1,1",0,0,1,213,PF3D7_0903100,,"retrieval receptor for endoplasmic reticulum membrane proteins, putative"
bowtie_circ_003562,Pf3D7_08_v3,799030,799691,2,+,2,35,40,"T36,T44","1,1",0,0,1,661,PF3D7_0817500,,"protein kinase c inhibitor-like protein, putative"
bowtie_circ_003569,Pf3D7_11_v3,723061,723184,2,-,2,6,40,"T20,T36","1,1",0,1,1,123,PF3D7_1119200,,"conserved protein, unknown function"
bowtie_circ_003571,Pf3D7_01_v3,144889,145004,2,-,2,40,40,"T40,T48","1,1",0,0,1,115,PF3D7_0103300,,"conserved Plasmodium protein, unknown function"
bowtie_circ_003602,Pf3D7_11_v3,727877,728147,2,+,2,40,40,"T32,T40","1,1",2,0,1,270,PF3D7_1119400,,"ubiquitin-protein ligase, putative"
bowtie_circ_003605,Pf3D7_05_v3,1224629,1224824,2,+,2,40,5,"ER,T28","1,1",2,0,1,195,PF3D7_0530000,,"conserved Plasmodium protein, unknown function"
bowtie_circ_003629,Pf3D7_05_v3,427303,427406,2,-,2,40,40,T32,2,0,0,1,103,PF3D7_0510100,,"conserved Plasmodium protein, unknown function"
bowtie_circ_003635,Pf3D7_11_v3,1043956,1044152,4,-,2,40,40,"S3,T4+8","1,3",1,0,1,196,PF3D7_1126700,,"conserved Plasmodium protein, unknown function"
bowtie_circ_003643,Pf3D7_06_v3,606351,606524,3,-,2,40,40,"T20,T28","2,1",0,0,1,173,PF3D7_0614500,,"60S ribosomal protein L19, putative"
bowtie_circ_003647,Pf3D7_07_v3,219206,219343,2,-,2,6,40,"ER,T40","1,1",1,0,1,137,PF3D7_0704600,,"ubiquitin transferase, putative"
bowtie_circ_003651,Pf3D7_12_v3,937831,937960,2,-,2,40,40,"T24,T28","1,1",0,0,1,129,PF3D7_1223300,,DNA gyrase subunit A (GyrA)
bowtie_circ_003668,Pf3D7_05_v3,904076,904647,4,-,2,40,40,T4+8,4,0,0,1,571,PF3D7_0522300,,"S-adenosylmethionine-dependent methyltransferase, putative"
bowtie_circ_003673,Pf3D7_12_v3,1848537,1848663,2,+,2,5,40,T44,2,1,0,1,126,PF3D7_1244100,,"N-alpha-acetyltransferase 15, NatA auxiliary subunit, putative"
bowtie_circ_003676,Pf3D7_05_v3,1171941,1172217,2,+,2,40,40,T48,2,0,0,1,276,PF3D7_0528400,,"cell cycle regulator with zn-finger domain, putative"
bowtie_circ_003682,Pf3D7_10_v3,1346754,1346875,2,-,2,35,40,"LRET,T12+16","1,1",0,0,1,121,PF3D7_1033600,,"myb2 transcription factor, putative (Myb2)"
bowtie_circ_003688,PFC10_API_IRAB,16711,16843,2,-,2,40,40,"LRET,S3","1,1",1,0,1,132,PFC10_API0060,,molecular chaperone (Clp (C?))
bowtie_circ_003689,Pf3D7_13_v3,1324648,1324752,2,+,2,40,5,T24,2,1,0,1,104,PF3D7_1331800,,"60S ribosomal protein L23, putative"
bowtie_circ_003693,Pf3D7_11_v3,543076,544831,2,-,2,40,40,T24,2,0,0,1,1755,PF3D7_1114200,,"GTPase activator, putative"
bowtie_circ_003696,Pf3D7_13_v3,1097242,1097513,2,-,2,40,40,"T32,T44","1,1",0,0,1,271,PF3D7_1326400,,"translation initiation factor EIF-2B gamma subunit, putative"
bowtie_circ_003698,Pf3D7_13_v3,2816259,2816366,2,+,2,40,40,"ER,S3","1,1",0,0,1,107,PF3D7_1371600,,"erythrocyte binding like protein 1, pseudogene (EBL1)"
bowtie_circ_003699,Pf3D7_14_v3,2941829,2942613,3,-,2,40,40,"ER,T4+8","1,2",0,0,1,784,PF3D7_1472100,,"Yip1 protein, putative"
bowtie_circ_003701,Pf3D7_13_v3,2120063,2120183,2,-,2,40,5,T40,2,1,0,1,120,PF3D7_1353000,,"tryptophan-rich antigen, pseudogene"
bowtie_circ_003707,Pf3D7_14_v3,2093125,2093350,2,+,2,40,40,T28,2,0,0,1,225,PF3D7_1451100,,elongation factor 2
bowtie_circ_003722,Pf3D7_08_v3,255720,255864,2,+,2,5,40,"T24,T36","1,1",0,0,1,144,PF3D7_0804500,,"conserved Plasmodium membrane protein, unknown function"
bowtie_circ_003727,Pf3D7_12_v3,61561,61947,2,-,2,5,40,"ER,TT4","1,1",1,0,1,386,PF3D7_1200700,,acyl-CoA synthetase (ACS7)
bowtie_circ_003729,Pf3D7_09_v3,1447042,1447365,2,+,2,40,40,"T20,T28","1,1",1,0,1,323,PF3D7_0936600,,"Plasmodium exported protein (PHISTb), unknown function (GEXP05)"
bowtie_circ_003736,Pf3D7_06_v3,1171201,1171461,2,-,2,40,40,S3,2,0,0,1,260,PF3D7_0628300,,"choline/ethanolaminephosphotransferase, putative (CEPT)"
bowtie_circ_003748,Pf3D7_09_v3,654000,654111,2,-,2,40,40,"T24,T28","1,1",0,0,1,111,PF3D7_0915400,,6-phosphofructokinase (PFK9)
bowtie_circ_003751,Pf3D7_10_v3,1048199,1049464,2,-,2,40,40,"T20,T4+8","1,1",0,0,1,1265,PF3D7_1025000,,"formin 2, putative"
bowtie_circ_003770,Pf3D7_11_v3,1965532,1965633,2,+,2,5,40,"LRET,T28","1,1",0,0,1,101,PF3D7_1149000,,"antigen 332, DBL-like protein (Pf332)"
bowtie_circ_003781,Pf3D7_06_v3,635709,635810,2,+,2,40,40,T20,2,1,0,1,101,PF3D7_0615400,,"ribonuclease, putative"
bowtie_circ_003792,Pf3D7_10_v3,278071,278431,2,+,2,40,40,"T20,T44","1,1",0,0,1,360,PF3D7_1006800,,"RNA binding protein, putative"
bowtie_circ_003824,Pf3D7_13_v3,2450575,2450755,2,+,2,40,40,"ER,S3","1,1",0,0,1,180,PF3D7_1361100,,Sec24 subunit a (SEC24a)
bowtie_circ_003835,Pf3D7_09_v3,353366,353480,2,-,2,6,40,"ER,T36","1,1",1,0,1,114,PF3D7_0907400,,ATP-dependent protease ATPase subunit ClpY (ClpY)
bowtie_circ_003836,Pf3D7_13_v3,2287326,2287449,2,-,2,5,40,"ER,TT4","1,1",1,0,1,123,PF3D7_1357700,,"U3 snoRNA-associated small subunit rRNA processing protein, putative"
bowtie_circ_003838,Pf3D7_07_v3,490114,490216,4,-,2,40,40,"T36,T4+8","1,3",0,0,1,102,PF3D7_0711000,,"AAA family ATPase, CDC48 subfamily (Cdc48)"
bowtie_circ_003843,Pf3D7_13_v3,100022,100146,2,-,2,40,40,"ER,T24","1,1",1,0,1,124,PF3D7_1301700,,"Plasmodium exported protein (hyp8), unknown function (GEXP07)"
bowtie_circ_003851,Pf3D7_12_v3,831667,831952,2,-,2,40,40,T12+16,2,1,0,1,285,PF3D7_1220900,,heterochromatin protein 1 (HP1)
bowtie_circ_003854,Pf3D7_12_v3,1341833,1341944,2,+,2,40,40,"T40,T48","1,1",2,0,1,111,PF3D7_1232500,,"CG2-related protein, putative"
bowtie_circ_003857,M76611,3376,3476,2,-,2,40,40,LRET,2,1,0,1,100,mal_mito_2-1,,NA
bowtie_circ_003862,Pf3D7_03_v3,554011,554213,2,-,2,40,40,"T12+16,T36","1,1",0,0,1,202,PF3D7_0313600,,"conserved Plasmodium protein, unknown function"
bowtie_circ_003867,Pf3D7_13_v3,596086,596322,2,-,2,40,40,"T36,T44","1,1",2,0,1,236,PF3D7_1313800,,"conserved Plasmodium membrane protein, unknown function"
bowtie_circ_003873,Pf3D7_14_v3,2630932,2631243,2,-,2,40,5,"S3,T44","1,1",2,0,1,311,PF3D7_1464900,,"ATP-dependent protease la, putative"
bowtie_circ_003884,Pf3D7_11_v3,221914,222022,2,-,2,40,40,"MTLT,T48","1,1",1,0,1,108,PF3D7_1105000,,histone H4 (H4)
bowtie_circ_003898,Pf3D7_14_v3,2621928,2622129,3,+,2,40,40,"T24,T4+8","1,2",0,0,1,201,PF3D7_1464600,,"phosphatase, putative"
bowtie_circ_003905,Pf3D7_03_v3,870054,871207,2,+,2,40,40,T28,2,0,0,1,1153,PF3D7_0320800,,"ATP-dependent RNA helicase, putative (DOZI)"
bowtie_circ_003907,Pf3D7_11_v3,633231,633355,2,-,2,40,5,"T12+16,T36","1,1",1,0,1,124,PF3D7_0816600,,"ClpB protein, putative (ClpB1)"
bowtie_circ_003909,Pf3D7_08_v3,764594,764741,2,-,2,40,40,"T36,T40","1,1",1,0,1,147,PF3D7_0905400,,high molecular weight rhoptry protein 3 (RhopH3)
bowtie_circ_003915,Pf3D7_09_v3,272534,274006,2,-,2,40,40,"T44,T48","1,1",0,0,1,1472,NA,,NA
bowtie_circ_003916,Pf3D7_13_v3,2306097,2306291,2,-,2,5,40,"T24,T28","1,1",2,0,1,194,PF3D7_1358100,,"small subunit rRNA processing factor, putative"
bowtie_circ_003918,Pf3D7_13_v3,1634010,1634324,2,+,2,40,40,T28,2,1,0,1,314,PF3D7_1341200,,"60S ribosomal protein L18, putative"
bowtie_circ_003934,Pf3D7_05_v3,1120625,1121826,2,-,2,40,40,"ER,T24","1,1",0,0,1,1201,PF3D7_0526800,,"conserved Plasmodium protein, unknown function"
bowtie_circ_003963,Pf3D7_06_v3,1225066,1225204,2,+,2,5,40,"T36,T40","1,1",0,0,1,138,PF3D7_0629700,,"SET domain protein, putative (SET1)"
bowtie_circ_003968,Pf3D7_05_v3,495922,496028,2,+,2,40,40,"ER,T32","1,1",0,0,1,106,PF3D7_0511500,,"RNA pseudouridylate synthase, putative"
bowtie_circ_003984,Pf3D7_02_v3,800804,801076,3,+,2,40,5,"T12+16,T4+8","1,2",1,0,1,272,PF3D7_0220000,,liver stage antigen 3 (LSA3)
bowtie_circ_003988,Pf3D7_02_v3,735673,735783,2,+,2,40,40,"MTLT,T20","1,1",0,0,1,110,PF3D7_0217900,,"conserved Plasmodium protein, unknown function"
bowtie_circ_003990,Pf3D7_12_v3,1347056,1348610,2,+,2,40,40,"S3,T32","1,1",0,0,1,1554,PF3D7_1232700,,"conserved Plasmodium protein, unknown function"
bowtie_circ_003993,Pf3D7_03_v3,556758,557609,2,-,2,40,40,"S3,T32","1,1",0,0,1,851,PF3D7_0313700,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004004,Pf3D7_04_v3,900508,900745,2,-,2,40,40,"T32,TT4","1,1",0,0,1,237,PF3D7_0420000,,"zinc finger protein, putative"
bowtie_circ_004005,Pf3D7_13_v3,2572971,2573274,2,-,2,40,40,T36,2,0,0,1,303,PF3D7_1364200,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004014,Pf3D7_14_v3,264545,264734,2,+,2,40,40,"MTLT,T32","1,1",1,0,1,189,PF3D7_1407300,,"pre-mRNA splicing factor, putative"
bowtie_circ_004029,Pf3D7_14_v3,1995255,1995378,2,-,2,5,40,"T12+16,T24","1,1",0,0,1,123,PF3D7_1448500,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004036,Pf3D7_14_v3,936788,938141,2,+,2,40,40,"S3,T48","1,1",0,0,1,1353,PF3D7_1423300,,serine/threonine protein phosphatase (PP7)
bowtie_circ_004038,Pf3D7_14_v3,1914116,1914253,2,+,2,6,40,"T36,T40","1,1",2,0,1,137,PF3D7_1446500,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004045,Pf3D7_13_v3,2374000,2374114,2,-,2,5,40,"LRET,T24","1,1",0,0,1,114,PF3D7_1359600,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004058,Pf3D7_14_v3,1322688,1322842,2,-,2,40,40,"T28,T40","1,1",2,0,1,154,PF3D7_1433400,,"conserved Plasmodium membrane protein, unknown function"
bowtie_circ_004067,Pf3D7_11_v3,1320291,1320450,2,+,2,40,40,"MTLT,T28","1,1",0,0,1,159,PF3D7_1134000,,heat shock protein 70 (Hsp70-3)
bowtie_circ_004083,Pf3D7_06_v3,1237096,1237230,2,+,2,40,5,"T36,T48","1,1",0,0,1,134,PF3D7_0629700,,"SET domain protein, putative (SET1)"
bowtie_circ_004088,Pf3D7_11_v3,172534,172642,2,-,2,5,40,"T40,TT4","1,1",0,0,1,108,PF3D7_1103800,,"CCR4-NOT transcription complex subunit 1, putative (NOT1)"
bowtie_circ_004093,Pf3D7_14_v3,2954661,2954761,2,+,2,5,40,"T32,T36","1,1",0,0,1,100,PF3D7_1472300,,"conserved Plasmodium membrane protein, unknown function"
bowtie_circ_004109,Pf3D7_07_v3,888027,888188,2,-,2,40,40,S3,2,0,0,1,161,PF3D7_0720600,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004129,Pf3D7_09_v3,472954,473227,2,-,2,40,40,"T24,T48","1,1",2,0,1,273,PF3D7_0910200,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004146,Pf3D7_10_v3,1449548,1450488,2,-,2,40,40,T40,2,0,0,1,940,PF3D7_1036800,,"acetyl-CoA transporter, putative"
bowtie_circ_004150,Pf3D7_11_v3,1430964,1436893,2,-,2,40,5,T44,2,0,0,1,5929,PF3D7_1136500,,casein kinase 1 (CK1)
bowtie_circ_004162,Pf3D7_12_v3,1927667,1927814,2,+,2,40,40,"S3,T12+16","1,1",0,0,1,147,PF3D7_1246300,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004166,Pf3D7_09_v3,739780,739896,2,+,2,40,40,"LRET,T28","1,1",0,0,1,116,PF3D7_0917900,,heat shock protein 70 (HSP70-2)
bowtie_circ_004170,Pf3D7_14_v3,1137729,1137870,2,-,2,40,5,T36,2,1,0,1,141,PF3D7_1428900,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004174,Pf3D7_05_v3,352588,352699,2,-,2,40,6,T40,2,2,0,1,111,PF3D7_0508500,,guanidine nucleotide exchange factor (RCC1)
bowtie_circ_004193,Pf3D7_02_v3,241794,241956,2,-,2,40,40,"T28,T36","1,1",1,0,1,162,PF3D7_0206000,,"DNA repair endonuclease, putative"
bowtie_circ_004196,Pf3D7_13_v3,1042858,1042961,2,+,2,40,40,"T20,T24","1,1",2,0,1,103,PF3D7_1325000,,"U6 snRNA-associated Sm-like protein LSm6, putative (LSM6)"
bowtie_circ_004209,Pf3D7_11_v3,1834605,1834809,2,+,2,40,40,"T4+8,T48","1,1",0,0,1,204,PF3D7_1146600,,CCAAT-box DNA binding protein subunit B (NFYB)
bowtie_circ_004212,Pf3D7_12_v3,884372,884578,2,+,2,40,40,"LRET,T44","1,1",0,0,1,206,PF3D7_1222300,,"endoplasmin, putative (GRP94)"
bowtie_circ_004225,Pf3D7_11_v3,1398635,1399143,2,-,2,40,40,"MTLT,T12+16","1,1",0,0,1,508,PF3D7_1135900,,"3-oxo-5-alpha-steroid 4-dehydrogenase, putative"
bowtie_circ_004227,Pf3D7_13_v3,648240,650067,4,-,2,5,40,"T20,T4+8","1,3",0,0,1,1827,PF3D7_1315400,,"zinc finger (CCCH type) protein, putative"
bowtie_circ_004231,Pf3D7_13_v3,2135219,2135333,2,-,2,40,5,"LRET,T40","1,1",0,0,1,114,PF3D7_1353300,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004240,Pf3D7_11_v3,414815,414941,3,+,2,40,40,"T28,TT4","1,2",1,0,1,126,PF3D7_1110400,,asparagine-rich antigen
bowtie_circ_004242,Pf3D7_08_v3,685807,685913,2,+,2,40,40,"T24,T36","1,1",0,0,1,106,NA,,NA
bowtie_circ_004258,Pf3D7_13_v3,1255480,1255633,2,+,2,40,40,T20,2,2,0,1,153,PF3D7_1329500,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004275,Pf3D7_13_v3,1196806,1197515,2,-,2,40,40,"MTLT,T44","1,1",0,0,1,709,PF3D7_1328300,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004285,Pf3D7_08_v3,1294558,1294699,2,+,2,40,40,"S3,T40","1,1",1,0,1,141,PF3D7_0830400,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004287,Pf3D7_09_v3,1297821,1297931,2,-,2,5,40,T36,2,2,0,1,110,PF3D7_0932600,,"apicoplast ribosomal protein S6, putative (RPS6)"
bowtie_circ_004290,Pf3D7_12_v3,114735,114849,3,+,2,5,40,"T28,T36","1,2",0,0,1,114,PF3D7_1202100,,"conserved protein, unknown function"
bowtie_circ_004310,Pf3D7_05_v3,974138,974420,2,+,2,40,40,"MTLT,T28","1,1",0,0,1,282,PF3D7_0523400,,"DnaJ protein, putative"
bowtie_circ_004316,Pf3D7_06_v3,604786,604909,2,+,2,40,40,"ER,T32","1,1",2,0,1,123,PF3D7_0614400,,"conserved protein, unknown function"
bowtie_circ_004338,Pf3D7_13_v3,2061181,2061369,2,+,2,40,40,T44,2,1,0,1,188,PF3D7_1351700,,"alveolin, putative (ALV6)"
bowtie_circ_004351,Pf3D7_14_v3,1636054,1636208,2,-,2,40,40,"T36,T44","1,1",2,0,1,154,PF3D7_1440100,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004353,Pf3D7_06_v3,1224115,1224215,2,+,2,40,40,T36,2,0,0,1,100,PF3D7_0629700,,"SET domain protein, putative (SET1)"
