Transcript_ID,Chrm,Start,End,GC_percent,,lengths,Strand,OtherInfo,N_Sum,C_Sum,log2FC(sum_N/sum_C),estimated_Location,Cluster,Stage
TCONS_00004437,Pf3D7_13_v3,438617,439739,0.21460374,Pf3D7_13_v3:438617-439739,1123,-, oId CUFF.3384.1; transcript_id TCONS_00004437; tss_id TSS3991;gene_id XLOC_003570; ExonInfo:438617:439739; total_nExon:1,13802,14915,-0.11,Both,5,T
TCONS_00004444,Pf3D7_13_v3,478325,478626,0.1490066,Pf3D7_13_v3:478325-478626,302,-, oId CUFF.3391.1; transcript_id TCONS_00004444; tss_id TSS3997;gene_id XLOC_003575; ExonInfo:478325:478626; total_nExon:1,1166,1016,0.2,Both,10,LG
TCONS_00004449,Pf3D7_13_v3,505790,506267,0.119246862,Pf3D7_13_v3:505790-506267,478,-, oId CUFF.3398.1; transcript_id TCONS_00004449; tss_id TSS4002;gene_id XLOC_003579; ExonInfo:505790:506267; total_nExon:1,1783,371,2.27,N,6,S
TCONS_00004454,Pf3D7_13_v3,534826,535428,0.1475954,Pf3D7_13_v3:534826-535428,603,-, oId CUFF.3403.1; transcript_id TCONS_00004454; tss_id TSS4007;gene_id XLOC_003583; ExonInfo:534826:535275|535401:535428; total_nExon:2,883,748,0.24,Both,8,S/G
TCONS_00004456,Pf3D7_13_v3,545319,545870,0.1630435,Pf3D7_13_v3:545319-545870,552,-, oId CUFF.3407.1; transcript_id TCONS_00004456; tss_id TSS4009;gene_id XLOC_003585; ExonInfo:545319:545870; total_nExon:1,439,335,0.39,Both,8,S/G
TCONS_00004460,Pf3D7_13_v3,585940,586254,0.168254,Pf3D7_13_v3:585940-586254,315,-, oId CUFF.3409.1; transcript_id TCONS_00004460; tss_id TSS4011;gene_id XLOC_003587; ExonInfo:585940:586254; total_nExon:1,721,559,0.37,Both,9,LG
TCONS_00004465,Pf3D7_13_v3,599980,600395,0.115384615,Pf3D7_13_v3:599980-600395,416,-, oId CUFF.3411.1; transcript_id TCONS_00004465; tss_id TSS4014;gene_id XLOC_003589; ExonInfo:599980:600395; total_nExon:1,272,139,0.97,N,4,T
TCONS_00004480,Pf3D7_13_v3,671758,672145,0.1262887,Pf3D7_13_v3:671758-672145,388,-, oId CUFF.3425.1; transcript_id TCONS_00004480; tss_id TSS4028;gene_id XLOC_003600; ExonInfo:671758:672145; total_nExon:1,267,325,-0.28,Both,10,LG
TCONS_00004481,Pf3D7_13_v3,688972,690465,0.111780455,Pf3D7_13_v3:688972-690465,1494,-, oId CUFF.3428.1; transcript_id TCONS_00004481; tss_id TSS4029;gene_id XLOC_003601; ExonInfo:688972:690465; total_nExon:1,302,296,0.03,Both,4,T
TCONS_00004485,Pf3D7_13_v3,717448,718759,0.1387195,Pf3D7_13_v3:717448-718759,1312,-, oId CUFF.3432.1; transcript_id TCONS_00004485; tss_id TSS4033;gene_id XLOC_003603; ExonInfo:717448:718759; total_nExon:1,1542,481,1.68,N,9,LG
TCONS_00004491,Pf3D7_13_v3,750719,752233,0.2092409,Pf3D7_13_v3:750719-752233,1515,-, oId CUFF.3439.1; transcript_id TCONS_00004491; tss_id TSS4038;gene_id XLOC_003607; ExonInfo:750719:752233; total_nExon:1,1907,2382,-0.32,Both,10,LG
TCONS_00004493,Pf3D7_13_v3,770062,770383,0.1273292,Pf3D7_13_v3:770062-770383,322,-, oId CUFF.3442.1; transcript_id TCONS_00004493; tss_id TSS4040;gene_id XLOC_003609; ExonInfo:770062:770383; total_nExon:1,198,417,-1.08,C,7,S
TCONS_00004495,Pf3D7_13_v3,778071,778412,0.108187135,Pf3D7_13_v3:778071-778412,342,-, oId CUFF.3445.1; transcript_id TCONS_00004495; tss_id TSS4042;gene_id XLOC_003611; ExonInfo:778071:778412; total_nExon:1,954,351,1.44,N,6,S
TCONS_00004496,Pf3D7_13_v3,778979,779718,0.144594595,Pf3D7_13_v3:778979-779718,740,-, oId CUFF.3446.1; transcript_id TCONS_00004496; tss_id TSS4043;gene_id XLOC_003612; ExonInfo:778979:779718; total_nExon:1,149,54,1.45,N,6,S
TCONS_00004497,Pf3D7_13_v3,787423,787723,0.15282392,Pf3D7_13_v3:787423-787723,301,-, oId CUFF.3448.1; transcript_id TCONS_00004497; tss_id TSS4044;gene_id XLOC_003613; ExonInfo:787423:787723; total_nExon:1,3595,2091,0.78,N,1,R
TCONS_00004500,Pf3D7_13_v3,827358,827888,0.133709981,Pf3D7_13_v3:827358-827888,531,-, oId CUFF.3453.1; transcript_id TCONS_00004500; tss_id TSS4047;gene_id XLOC_003616; ExonInfo:827358:827888; total_nExon:1,253,117,1.12,N,6,S
TCONS_00004513,Pf3D7_13_v3,906414,907176,0.093053735,Pf3D7_13_v3:906414-907176,763,-, oId CUFF.3466.1; transcript_id TCONS_00004513; tss_id TSS4054;gene_id XLOC_003622; ExonInfo:906414:907176; total_nExon:1,1389,1032,0.43,Both,4,T
TCONS_00004517,Pf3D7_13_v3,919033,919674,0.163551402,Pf3D7_13_v3:919033-919674,642,-, oId CUFF.3470.1; transcript_id TCONS_00004517; tss_id TSS4056;gene_id XLOC_003624; ExonInfo:919033:919674; total_nExon:1,1086,2130,-0.97,C,5,T
TCONS_00004518,Pf3D7_13_v3,950270,950749,0.16875,Pf3D7_13_v3:950270-950749,480,-, oId CUFF.3472.1; transcript_id TCONS_00004518; tss_id TSS4057;gene_id XLOC_003625; ExonInfo:950270:950749; total_nExon:1,1943,2193,-0.17,Both,10,LG
TCONS_00004522,Pf3D7_13_v3,980986,982104,0.1313673,Pf3D7_13_v3:980986-982104,1119,-, oId CUFF.3476.1; transcript_id TCONS_00004522; tss_id TSS4060;gene_id XLOC_003628; ExonInfo:980986:982104; total_nExon:1,1793,3821,-1.09,C,7,S
TCONS_00004528,Pf3D7_13_v3,1019806,1020515,0.1450704,Pf3D7_13_v3:1019806-1020515,710,-, oId CUFF.3482.1; transcript_id TCONS_00004528; tss_id TSS4066;gene_id XLOC_003633; ExonInfo:1019806:1020515; total_nExon:1,437,435,0.01,Both,10,LG
TCONS_00004540,Pf3D7_13_v3,1124514,1125143,0.1761905,Pf3D7_13_v3:1124514-1125143,630,-, oId CUFF.3499.1; transcript_id TCONS_00004540; tss_id TSS4075;gene_id XLOC_003641; ExonInfo:1124514:1125143; total_nExon:1,2015,2433,-0.27,Both,10,LG
TCONS_00004546,Pf3D7_13_v3,1171141,1171532,0.176020408,Pf3D7_13_v3:1171141-1171532,392,-, oId CUFF.3510.1; transcript_id TCONS_00004546; tss_id TSS4081;gene_id XLOC_003647; ExonInfo:1171141:1171532; total_nExon:1,171,23,2.87,N,6,S
TCONS_00004558,Pf3D7_13_v3,1212889,1213903,0.1448276,Pf3D7_13_v3:1212889-1213903,1015,-, oId CUFF.3516.1; transcript_id TCONS_00004558; tss_id TSS4088;gene_id XLOC_003652; ExonInfo:1212889:1212916|1213462:1213869; total_nExon:2| oId CUFF.3516.2; transcript_id TCONS_00004559; tss_id TSS4088;gene_id XLOC_003652; ExonInfo:1213137:1213903; total_nExon:1,4208,5343,-0.34,Both,7,S
TCONS_00004566,Pf3D7_13_v3,1247798,1249259,0.10875513,Pf3D7_13_v3:1247798-1249259,1462,-, oId CUFF.3524.1; transcript_id TCONS_00004566; tss_id TSS4095;gene_id XLOC_003656; ExonInfo:1247798:1249259; total_nExon:1,414,335,0.31,Both,2,R
TCONS_00004567,Pf3D7_13_v3,1251040,1251427,0.136597938,Pf3D7_13_v3:1251040-1251427,388,-, oId CUFF.3526.1; transcript_id TCONS_00004567; tss_id TSS4096;gene_id XLOC_003657; ExonInfo:1251040:1251427; total_nExon:1,4385,7131,-0.7,C,2,R
TCONS_00004571,Pf3D7_13_v3,1283929,1284425,0.1730382,Pf3D7_13_v3:1283929-1284425,497,-, oId CUFF.3534.1; transcript_id TCONS_00004571; tss_id TSS4100;gene_id XLOC_003660; ExonInfo:1283929:1284425; total_nExon:1,1179,1155,0.03,Both,10,LG
TCONS_00004590,Pf3D7_13_v3,1426197,1426872,0.1538462,Pf3D7_13_v3:1426197-1426872,676,-, oId CUFF.3561.1; transcript_id TCONS_00004590; tss_id TSS4119;gene_id XLOC_003679; ExonInfo:1426197:1426678|1426852:1426872; total_nExon:2,446,347,0.36,Both,7,S
TCONS_00004591,Pf3D7_13_v3,1427050,1427684,0.154330709,Pf3D7_13_v3:1427050-1427684,635,-, oId CUFF.3562.1; transcript_id TCONS_00004591; tss_id TSS4120;gene_id XLOC_003680; ExonInfo:1427050:1427684; total_nExon:1,1549,791,0.97,N,1,R
TCONS_00004592,Pf3D7_13_v3,1428217,1428482,0.07894737,Pf3D7_13_v3:1428217-1428482,266,-, oId CUFF.3564.1; transcript_id TCONS_00004592; tss_id TSS4121;gene_id XLOC_003681; ExonInfo:1428217:1428482; total_nExon:1,195,595,-1.61,C,7,S
TCONS_00004594,Pf3D7_13_v3,1438932,1439256,0.1692308,Pf3D7_13_v3:1438932-1439256,325,-, oId CUFF.3566.1; transcript_id TCONS_00004594; tss_id TSS4123;gene_id XLOC_003683; ExonInfo:1438932:1439256; total_nExon:1,493,766,-0.64,C,7,S
TCONS_00004597,Pf3D7_13_v3,1467874,1468177,0.2138158,Pf3D7_13_v3:1467874-1468177,304,-, oId CUFF.3572.1; transcript_id TCONS_00004597; tss_id TSS4126;gene_id XLOC_003686; ExonInfo:1467874:1468177; total_nExon:1,2307,1677,0.46,Both,9,LG
TCONS_00004598,Pf3D7_13_v3,1468394,1469041,0.117283951,Pf3D7_13_v3:1468394-1469041,648,-, oId CUFF.3573.1; transcript_id TCONS_00004598; tss_id TSS4127;gene_id XLOC_003687; ExonInfo:1468394:1469041; total_nExon:1,94,19,2.33,N,6,S
TCONS_00004602,Pf3D7_13_v3,1501743,1502211,0.149253731,Pf3D7_13_v3:1501743-1502211,469,-, oId CUFF.3580.1; transcript_id TCONS_00004602; tss_id TSS4131;gene_id XLOC_003691; ExonInfo:1501743:1502211; total_nExon:1,1617,860,0.91,N,4,T
TCONS_00004604,Pf3D7_13_v3,1520723,1521349,0.1244019,Pf3D7_13_v3:1520723-1521349,627,-, oId CUFF.3583.1; transcript_id TCONS_00004604; tss_id TSS4133;gene_id XLOC_003693; ExonInfo:1520723:1521349; total_nExon:1,857,1491,-0.8,C,10,LG
TCONS_00004606,Pf3D7_13_v3,1530784,1531990,0.1342171,Pf3D7_13_v3:1530784-1531990,1207,-, oId CUFF.3587.1; transcript_id TCONS_00004606; tss_id TSS4135;gene_id XLOC_003695; ExonInfo:1530784:1531990; total_nExon:1,1961,2671,-0.45,Both,7,S
TCONS_00004609,Pf3D7_13_v3,1546841,1547909,0.135640786,Pf3D7_13_v3:1546841-1547909,1069,-, oId CUFF.3592.1; transcript_id TCONS_00004609; tss_id TSS4138;gene_id XLOC_003697; ExonInfo:1546841:1547909; total_nExon:1,933,1286,-0.46,Both,5,T
TCONS_00004613,Pf3D7_13_v3,1578482,1580184,0.142102173,Pf3D7_13_v3:1578482-1580184,1703,-, oId CUFF.3600.1; transcript_id TCONS_00004613; tss_id TSS4142;gene_id XLOC_003701; ExonInfo:1578482:1580184; total_nExon:1,1272,710,0.84,N,1,R
TCONS_00004628,Pf3D7_13_v3,1650958,1651939,0.130346232,Pf3D7_13_v3:1650958-1651939,982,-, oId CUFF.3617.1; transcript_id TCONS_00004628; tss_id TSS4156;gene_id XLOC_003713; ExonInfo:1650958:1651939; total_nExon:1,493,754,-0.61,C,5,T
TCONS_00004631,Pf3D7_13_v3,1655501,1656544,0.13697318,Pf3D7_13_v3:1655501-1656544,1044,-, oId CUFF.3619.1; transcript_id TCONS_00004631; tss_id TSS4158;gene_id XLOC_003715; ExonInfo:1655501:1655941|1656030:1656544; total_nExon:2,852,708,0.27,Both,5,T
TCONS_00004636,Pf3D7_13_v3,1671977,1672440,0.1616379,Pf3D7_13_v3:1671977-1672440,464,-, oId CUFF.3622.1; transcript_id TCONS_00004636; tss_id TSS4163;gene_id XLOC_003718; ExonInfo:1671977:1672440; total_nExon:1,1389,716,0.96,N,8,S/G
TCONS_00004639,Pf3D7_13_v3,1702912,1703665,0.1525199,Pf3D7_13_v3:1702912-1703665,754,-, oId CUFF.3629.1; transcript_id TCONS_00004639; tss_id TSS4166;gene_id XLOC_003721; ExonInfo:1702912:1703665; total_nExon:1,860,737,0.22,Both,7,S
TCONS_00004640,Pf3D7_13_v3,1712074,1712547,0.11814346,Pf3D7_13_v3:1712074-1712547,474,-, oId CUFF.3630.1; transcript_id TCONS_00004640; tss_id TSS4167;gene_id XLOC_003722; ExonInfo:1712074:1712547; total_nExon:1,1291,627,1.04,N,4,T
TCONS_00004642,Pf3D7_13_v3,1713292,1714186,0.157541899,Pf3D7_13_v3:1713292-1714186,895,-, oId CUFF.3632.2; transcript_id TCONS_00004642; tss_id TSS4168;gene_id XLOC_003723; ExonInfo:1713292:1713831|1714066:1714186; total_nExon:2| oId CUFF.3632.1; transcript_id TCONS_00004641; tss_id TSS4168;gene_id XLOC_003723; ExonInfo:1713292:1714186; total_nExon:1,1816,1655,0.13,Both,1,R
TCONS_00004645,Pf3D7_13_v3,1728540,1729903,0.14516129,Pf3D7_13_v3:1728540-1729903,1364,-, oId CUFF.3636.1; transcript_id TCONS_00004645; tss_id TSS4171;gene_id XLOC_003726; ExonInfo:1728540:1729903; total_nExon:1,138,120,0.2,Both,6,S
TCONS_00004648,Pf3D7_13_v3,1754031,1755562,0.1351175,Pf3D7_13_v3:1754031-1755562,1532,-, oId CUFF.3639.2; transcript_id TCONS_00004648; tss_id TSS4173;gene_id XLOC_003728; ExonInfo:1754031:1754561|1754776:1755562; total_nExon:2| oId CUFF.3639.1; transcript_id TCONS_00004647; tss_id TSS4173;gene_id XLOC_003728; ExonInfo:1754031:1755562; total_nExon:1,613,689,-0.17,Both,8,S/G
TCONS_00004649,Pf3D7_13_v3,1766775,1768449,0.1337313,Pf3D7_13_v3:1766775-1768449,1675,-, oId CUFF.3641.1; transcript_id TCONS_00004649; tss_id TSS4174;gene_id XLOC_003729; ExonInfo:1766775:1768449; total_nExon:1,2373,2588,-0.12,Both,7,S
TCONS_00004651,Pf3D7_13_v3,1782078,1783043,0.1169772,Pf3D7_13_v3:1782078-1783043,966,-, oId CUFF.3643.1; transcript_id TCONS_00004651; tss_id TSS4176;gene_id XLOC_003731; ExonInfo:1782078:1783043; total_nExon:1,211,174,0.28,Both,7,S
TCONS_00004652,Pf3D7_13_v3,1783973,1785212,0.1443548,Pf3D7_13_v3:1783973-1785212,1240,-, oId CUFF.3645.1; transcript_id TCONS_00004652; tss_id TSS4177;gene_id XLOC_003732; ExonInfo:1783973:1785212; total_nExon:1,796,1113,-0.48,Both,10,LG
TCONS_00004657,Pf3D7_13_v3,1798256,1799398,0.132983377,Pf3D7_13_v3:1798256-1799398,1143,-, oId CUFF.3651.1; transcript_id TCONS_00004657; tss_id TSS4181;gene_id XLOC_003736; ExonInfo:1798256:1799398; total_nExon:1,398,235,0.76,N,1,R
TCONS_00004666,Pf3D7_13_v3,1850779,1850984,0.087378641,Pf3D7_13_v3:1850779-1850984,206,-, oId CUFF.3665.1; transcript_id TCONS_00004666; tss_id TSS4190;gene_id XLOC_003744; ExonInfo:1850779:1850984; total_nExon:1,2133,5190,-1.28,C,3,R/T
TCONS_00004668,Pf3D7_13_v3,1888578,1889097,0.169230769,Pf3D7_13_v3:1888578-1889097,520,-, oId CUFF.3667.1; transcript_id TCONS_00004668; tss_id TSS4192;gene_id XLOC_003746; ExonInfo:1888578:1889097; total_nExon:1,6088,2510,1.28,N,4,T
TCONS_00004675,Pf3D7_13_v3,1905603,1907278,0.113961814,Pf3D7_13_v3:1905603-1907278,1676,-, oId CUFF.3673.1; transcript_id TCONS_00004675; tss_id TSS4199;gene_id XLOC_003751; ExonInfo:1905603:1907278; total_nExon:1,254,176,0.53,N,4,T
TCONS_00004677,Pf3D7_13_v3,1947498,1949062,0.1399361,Pf3D7_13_v3:1947498-1949062,1565,-, oId CUFF.3676.1; transcript_id TCONS_00004677; tss_id TSS4201;gene_id XLOC_003753; ExonInfo:1947498:1949062; total_nExon:1,337,178,0.92,N,9,LG
TCONS_00004689,Pf3D7_13_v3,2030002,2031411,0.1347518,Pf3D7_13_v3:2030002-2031411,1410,-, oId CUFF.3691.1; transcript_id TCONS_00004689; tss_id TSS4213;gene_id XLOC_003763; ExonInfo:2030002:2031411; total_nExon:1,339,180,0.91,N,9,LG
TCONS_00004691,Pf3D7_13_v3,2053637,2054693,0.165562914,Pf3D7_13_v3:2053637-2054693,1057,-, oId CUFF.3695.1; transcript_id TCONS_00004691; tss_id TSS4215;gene_id XLOC_003765; ExonInfo:2053637:2054693; total_nExon:1,603,333,0.86,N,1,R
TCONS_00004692,Pf3D7_13_v3,2057013,2057884,0.138761468,Pf3D7_13_v3:2057013-2057884,872,-, oId CUFF.3697.1; transcript_id TCONS_00004692; tss_id TSS4216;gene_id XLOC_003766; ExonInfo:2057013:2057884; total_nExon:1,1096,830,0.4,Both,6,S
TCONS_00004693,Pf3D7_13_v3,2057952,2058680,0.139917695,Pf3D7_13_v3:2057952-2058680,729,-, oId CUFF.3698.1; transcript_id TCONS_00004693; tss_id TSS4217;gene_id XLOC_003767; ExonInfo:2057952:2058680; total_nExon:1,229,145,0.66,N,6,S
TCONS_00004705,Pf3D7_13_v3,2122663,2123510,0.160377358,Pf3D7_13_v3:2122663-2123510,848,-, oId CUFF.3710.1; transcript_id TCONS_00004705; tss_id TSS4226;gene_id XLOC_003774; ExonInfo:2122663:2123510; total_nExon:1,854,406,1.07,N,6,S
TCONS_00004714,Pf3D7_13_v3,2173342,2173717,0.146276596,Pf3D7_13_v3:2173342-2173717,376,-, oId CUFF.3725.1; transcript_id TCONS_00004714; tss_id TSS4235;gene_id XLOC_003782; ExonInfo:2173342:2173717; total_nExon:1,2475,907,1.45,N,4,T
TCONS_00004722,Pf3D7_13_v3,2243246,2243646,0.2069825,Pf3D7_13_v3:2243246-2243646,401,-, oId CUFF.3737.1; transcript_id TCONS_00004722; tss_id TSS4243;gene_id XLOC_003790; ExonInfo:2243246:2243646; total_nExon:1,3640,5437,-0.58,C,7,S
TCONS_00004726,Pf3D7_13_v3,2274164,2275259,0.1678832,Pf3D7_13_v3:2274164-2275259,1096,-, oId CUFF.3741.1; transcript_id TCONS_00004726; tss_id TSS4246;gene_id XLOC_003793; ExonInfo:2274164:2275134|2275218:2275259; total_nExon:2,1238,1011,0.29,Both,10,LG
TCONS_00004731,Pf3D7_13_v3,2328636,2329576,0.160467588,Pf3D7_13_v3:2328636-2329576,941,-, oId CUFF.3747.1; transcript_id TCONS_00004731; tss_id TSS4251;gene_id XLOC_003797; ExonInfo:2328636:2329576; total_nExon:1,685,493,0.47,Both,4,T
TCONS_00004734,Pf3D7_13_v3,2357118,2357765,0.112654321,Pf3D7_13_v3:2357118-2357765,648,-, oId CUFF.3751.1; transcript_id TCONS_00004734; tss_id TSS4254;gene_id XLOC_003800; ExonInfo:2357118:2357765; total_nExon:1,726,785,-0.11,Both,5,T
TCONS_00004736,Pf3D7_13_v3,2365442,2366383,0.14118896,Pf3D7_13_v3:2365442-2366383,942,-, oId CUFF.3756.1; transcript_id TCONS_00004736; tss_id TSS4256;gene_id XLOC_003802; ExonInfo:2365442:2366383; total_nExon:1,1113,690,0.69,N,4,T
TCONS_00004737,Pf3D7_13_v3,2378927,2380370,0.138504155,Pf3D7_13_v3:2378927-2380370,1444,-, oId CUFF.3759.1; transcript_id TCONS_00004737; tss_id TSS4257;gene_id XLOC_003803; ExonInfo:2378927:2380370; total_nExon:1,555,348,0.67,N,6,S
TCONS_00004738,Pf3D7_13_v3,2392622,2393055,0.1520737,Pf3D7_13_v3:2392622-2393055,434,-, oId CUFF.3761.1; transcript_id TCONS_00004738; tss_id TSS4258;gene_id XLOC_003804; ExonInfo:2392622:2393055; total_nExon:1,2416,2987,-0.31,Both,8,S/G
TCONS_00004745,Pf3D7_13_v3,2433382,2434364,0.13224822,Pf3D7_13_v3:2433382-2434364,983,-, oId CUFF.3768.1; transcript_id TCONS_00004745; tss_id TSS4264;gene_id XLOC_003807; ExonInfo:2433382:2434364; total_nExon:1,641,400,0.68,N,4,T
TCONS_00004754,Pf3D7_13_v3,2447800,2449273,0.132971506,Pf3D7_13_v3:2447800-2449273,1474,-, oId CUFF.3771.1; transcript_id TCONS_00004754; tss_id TSS4268;gene_id XLOC_003810; ExonInfo:2447800:2449273; total_nExon:1,404,418,-0.05,Both,3,R/T
TCONS_00004755,Pf3D7_13_v3,2454085,2454497,0.118644068,Pf3D7_13_v3:2454085-2454497,413,-, oId CUFF.3775.1; transcript_id TCONS_00004755; tss_id TSS4269;gene_id XLOC_003811; ExonInfo:2454085:2454497; total_nExon:1,577,1172,-1.02,C,5,T
TCONS_00004756,Pf3D7_13_v3,2492797,2494706,0.162303665,Pf3D7_13_v3:2492797-2494706,1910,-, oId CUFF.3778.1; transcript_id TCONS_00004756; tss_id TSS4270;gene_id XLOC_003812; ExonInfo:2492797:2492798|2493041:2494706; total_nExon:2,12073,15032,-0.32,Both,5,T
TCONS_00004757,Pf3D7_13_v3,2517069,2517583,0.1436893,Pf3D7_13_v3:2517069-2517583,515,-, oId CUFF.3781.1; transcript_id TCONS_00004757; tss_id TSS4271;gene_id XLOC_003813; ExonInfo:2517069:2517583; total_nExon:1,1307,942,0.47,Both,9,LG
TCONS_00004761,Pf3D7_13_v3,2555019,2555402,0.192708333,Pf3D7_13_v3:2555019-2555402,384,-, oId CUFF.3787.1; transcript_id TCONS_00004761; tss_id TSS4275;gene_id XLOC_003817; ExonInfo:2555019:2555402; total_nExon:1,3020,3577,-0.24,Both,5,T
TCONS_00004768,Pf3D7_13_v3,2629267,2629759,0.1460446,Pf3D7_13_v3:2629267-2629759,493,-, oId CUFF.3795.1; transcript_id TCONS_00004768; tss_id TSS4281;gene_id XLOC_003821; ExonInfo:2629267:2629759; total_nExon:1,756,642,0.23,Both,8,S/G
TCONS_00004773,Pf3D7_13_v3,2671419,2671800,0.09947644,Pf3D7_13_v3:2671419-2671800,382,-, oId CUFF.3804.1; transcript_id TCONS_00004773; tss_id TSS4286;gene_id XLOC_003826; ExonInfo:2671419:2671800; total_nExon:1,590,498,0.25,Both,7,S
TCONS_00004775,Pf3D7_13_v3,2703337,2704763,0.240364401,Pf3D7_13_v3:2703337-2704763,1427,-, oId CUFF.3807.1; transcript_id TCONS_00004775; tss_id TSS4288;gene_id XLOC_003828; ExonInfo:2703337:2704763; total_nExon:1,2143,890,1.27,N,1,R
TCONS_00004792,Pf3D7_13_v3,2779589,2780760,0.152730375,Pf3D7_13_v3:2779589-2780760,1172,-, oId CUFF.3819.1; transcript_id TCONS_00004792; tss_id TSS4304;gene_id XLOC_003837; ExonInfo:2779589:2780760; total_nExon:1,1494,1633,-0.13,Both,2,R
TCONS_00004794,Pf3D7_13_v3,2785268,2786353,0.135359116,Pf3D7_13_v3:2785268-2786353,1086,-, oId CUFF.3827.1; transcript_id TCONS_00004794; tss_id TSS4306;gene_id XLOC_003839; ExonInfo:2785268:2786353; total_nExon:1,248,212,0.23,Both,2,R
TCONS_00004795,Pf3D7_13_v3,2791320,2791909,0.1881356,Pf3D7_13_v3:2791320-2791909,590,-, oId CUFF.3830.1; transcript_id TCONS_00004795; tss_id TSS4307;gene_id XLOC_003840; ExonInfo:2791320:2791909; total_nExon:1,1391,1344,0.05,Both,8,S/G
TCONS_00004799,Pf3D7_13_v3,2809771,2810257,0.151950719,Pf3D7_13_v3:2809771-2810257,487,-, oId CUFF.3838.1; transcript_id TCONS_00004799; tss_id TSS4311;gene_id XLOC_003844; ExonInfo:2809771:2810257; total_nExon:1,514,294,0.81,N,6,S
TCONS_00004800,Pf3D7_13_v3,2828467,2828909,0.173814898,Pf3D7_13_v3:2828467-2828909,443,-, oId CUFF.3840.1; transcript_id TCONS_00004800; tss_id TSS4312;gene_id XLOC_003845; ExonInfo:2828467:2828909; total_nExon:1,497,145,1.77,N,4,T
TCONS_00004805,Pf3D7_13_v3,2892970,2894357,0.2247839,Pf3D7_13_v3:2892970-2894357,1388,-, oId CUFF.3848.1; transcript_id TCONS_00004805; tss_id TSS4317;gene_id XLOC_003850; ExonInfo:2892970:2894357; total_nExon:1,182,95,0.94,N,9,LG
TCONS_00004808,Pf3D7_14_v3,6914,8729,0.2599119,Pf3D7_14_v3:6914-8729,1816,+, oId CUFF.3853.2; transcript_id TCONS_00004808; tss_id TSS4319;gene_id XLOC_003852; ExonInfo:6914:8248|8485:8729; total_nExon:2| oId CUFF.3853.1; transcript_id TCONS_00004807; tss_id TSS4319;gene_id XLOC_003852; ExonInfo:6914:8482; total_nExon:1,924,1121,-0.28,Both,7,S
TCONS_00004809,Pf3D7_14_v3,10998,12305,0.298929664,Pf3D7_14_v3:10998-12305,1308,+, oId CUFF.3854.1; transcript_id TCONS_00004809; tss_id TSS4320;gene_id XLOC_003853; ExonInfo:10998:12305; total_nExon:1,317,285,0.15,Both,2,R
TCONS_00004810,Pf3D7_14_v3,13925,14901,0.306038895,Pf3D7_14_v3:13925-14901,977,+, oId CUFF.3855.1; transcript_id TCONS_00004810; tss_id TSS4321;gene_id XLOC_003854; ExonInfo:13925:14901; total_nExon:1,357,427,-0.26,Both,2,R
TCONS_00004812,Pf3D7_14_v3,44238,44746,0.111984283,Pf3D7_14_v3:44238-44746,509,+, oId CUFF.3862.1; transcript_id TCONS_00004812; tss_id TSS4323;gene_id XLOC_003856; ExonInfo:44238:44746; total_nExon:1,167,208,-0.31,Both,2,R
TCONS_00004815,Pf3D7_14_v3,59239,59620,0.128272251,Pf3D7_14_v3:59239-59620,382,+, oId CUFF.3869.1; transcript_id TCONS_00004815; tss_id TSS4326;gene_id XLOC_003859; ExonInfo:59239:59620; total_nExon:1,1200,594,1.02,N,1,R
TCONS_00004816,Pf3D7_14_v3,59780,60203,0.115566,Pf3D7_14_v3:59780-60203,424,+, oId CUFF.3870.1; transcript_id TCONS_00004816; tss_id TSS4327;gene_id XLOC_003860; ExonInfo:59780:60203; total_nExon:1,1202,1717,-0.51,C,7,S
TCONS_00004817,Pf3D7_14_v3,60546,61149,0.1357616,Pf3D7_14_v3:60546-61149,604,+, oId CUFF.3871.1; transcript_id TCONS_00004817; tss_id TSS4328;gene_id XLOC_003861; ExonInfo:60546:61149; total_nExon:1,5495,12331,-1.17,C,7,S
TCONS_00004818,Pf3D7_14_v3,64338,66174,0.143168209,Pf3D7_14_v3:64338-66174,1837,+, oId CUFF.3872.1; transcript_id TCONS_00004818; tss_id TSS4329;gene_id XLOC_003862; ExonInfo:64338:66174; total_nExon:1,700,504,0.47,Both,1,R
TCONS_00004819,Pf3D7_14_v3,66333,67421,0.1891644,Pf3D7_14_v3:66333-67421,1089,+, oId CUFF.3873.1; transcript_id TCONS_00004819; tss_id TSS4330;gene_id XLOC_003863; ExonInfo:66333:67421; total_nExon:1,1639,1473,0.15,Both,10,LG
TCONS_00004820,Pf3D7_14_v3,69884,70865,0.1354379,Pf3D7_14_v3:69884-70865,982,+, oId CUFF.3876.1; transcript_id TCONS_00004820; tss_id TSS4331;gene_id XLOC_003864; ExonInfo:69884:70253|70491:70865; total_nExon:2,1201,1592,-0.41,Both,8,S/G
TCONS_00004823,Pf3D7_14_v3,99627,100274,0.108024691,Pf3D7_14_v3:99627-100274,648,+, oId CUFF.3882.1; transcript_id TCONS_00004823; tss_id TSS4333;gene_id XLOC_003866; ExonInfo:99627:100274; total_nExon:1,646,146,2.14,N,6,S
