lncRNA_ID,chromosome,start,end,strand,length,GC content (%),subtype,evidence ranking,overlapping feature,antisense feature,contains a structural RNA,contains intron,contains multiple introns,putatively essential (no piggybac insertions),overlap PlasmoDB listed lncRNAs,PlasmoDB listed name,intersect Broadbent et al. annotation,intersect Chappell et al. predicted ncRNAs,intersect Siegel et al. natural antisense transcripts,intersect Yang et al. predicted transcripts,intersect Liao et al. annotation,novel
Pf3D7lncRNA_1961,Pf3D7_13_v3,1883787,1884467,+,681,20.85,As-G,9,,PF3D7_1347000,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1962,Pf3D7_13_v3,1889592,1895134,+,5543,16.31,As-G,1,,PF3D7_1347200,NO,NO,NO,NO,NO,,YES,YES,NO,NO,NO,NO
Pf3D7lncRNA_1963,Pf3D7_13_v3,1901390,1901784,+,395,9.62,As-UTR,7,,UTR (PF3D7_1347500),NO,NO,NO,NO,NO,,NO,NO,NO,YES,NO,NO
Pf3D7lncRNA_1964,Pf3D7_13_v3,1904732,1905267,-,536,16.79,As-UTR,8,,UTR (PF3D7_1347600),NO,NO,NO,NO,NO,,NO,YES,YES,NO,NO,NO
Pf3D7lncRNA_1965,Pf3D7_13_v3,1905632,1907303,-,1672,11,As-UTR,1,,UTR (PF3D7_1347700),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1966,Pf3D7_13_v3,1924771,1926954,-,2184,17.08,As-G,7,,PF3D7_1348100,NO,NO,NO,NO,NO,,YES,YES,YES,NO,NO,NO
Pf3D7lncRNA_1967,Pf3D7_13_v3,1948667,1949508,+,842,13.66,Intergenic,7,,,NO,NO,NO,YES,NO,,NO,NO,NO,NO,YES,NO
Pf3D7lncRNA_1968,Pf3D7_13_v3,1950072,1952176,-,2105,19.24,As-G,1,,PF3D7_1348500,NO,NO,NO,NO,NO,,YES,YES,YES,NO,NO,NO
Pf3D7lncRNA_1969,Pf3D7_13_v3,1953707,1954882,-,1176,22.11,As-G,7,,PF3D7_1348600,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1970,Pf3D7_13_v3,1974851,1976103,-,1253,12.21,UTR-asc,4,PF3D7_1349200,UTR (PF3D7_1349300),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1971,Pf3D7_13_v3,1975309,1976488,+,1180,13.9,UTR-asc,1,PF3D7_1349300,UTR (PF3D7_1349200),NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_1972,Pf3D7_13_v3,1981780,1982791,-,1012,23.22,As-G,7,,PF3D7_1349300,NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1973,Pf3D7_13_v3,1998259,2000138,-,1880,17.34,As-G,2,,PF3D7_1349600,NO,NO,NO,NO,NO,,YES,YES,NO,NO,NO,NO
Pf3D7lncRNA_1974,Pf3D7_13_v3,2004088,2004929,+,842,17.46,As-G,2,,PF3D7_1350000,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1975,Pf3D7_13_v3,2008340,2009395,+,1056,12.69,As-UTR,1,,UTR (PF3D7_1350200),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1976,Pf3D7_13_v3,2011313,2012136,-,824,18.08,As-G,7,,PF3D7_1350300,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1977,Pf3D7_13_v3,2019850,2020174,+,325,10.46,Intergenic,4,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1978,Pf3D7_13_v3,2029788,2030846,+,1059,13.22,As-UTR,7,,UTR (PF3D7_1350900),NO,YES,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1979,Pf3D7_13_v3,2031765,2032360,-,596,7.55,As-UTR,7,,UTR (PF3D7_1351000),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1980,Pf3D7_13_v3,2041222,2041639,+,418,20.33,As-G,8,,PF3D7_1351100,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_1981,Pf3D7_13_v3,2050279,2050906,-,628,16.08,Intergenic,7,,,NO,NO,NO,YES,NO,,YES,NO,NO,NO,YES,NO
Pf3D7lncRNA_1982,Pf3D7_13_v3,2054942,2058244,-,3303,20.44,As-G,1,,PF3D7_1351600,NO,NO,NO,NO,NO,,YES,YES,YES,NO,NO,NO
Pf3D7lncRNA_1983,Pf3D7_13_v3,2082059,2082631,-,573,17.63,As-G,5,,PF3D7_1352200,NO,NO,NO,YES,NO,,NO,YES,NO,NO,NO,NO
Pf3D7lncRNA_1984,Pf3D7_13_v3,2095037,2096860,+,1824,11.9,As-G,1,,PF3D7_1352500,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_1985,Pf3D7_13_v3,2099987,2100732,-,746,18.23,Intergenic,7,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1986,Pf3D7_13_v3,2108568,2109664,-,1097,15.95,As-G,7,,PF3D7_1352700,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1987,Pf3D7_13_v3,2122682,2123658,+,977,16.38,As-UTR,1,,UTR (PF3D7_1353100),NO,NO,NO,NO,NO,,YES,NO,NO,YES,NO,NO
Pf3D7lncRNA_1988,Pf3D7_13_v3,2126753,2127655,+,903,11.74,Intergenic,1,,,NO,YES,NO,NO,NO,,YES,NO,NO,YES,YES,NO
Pf3D7lncRNA_1989,Pf3D7_13_v3,2148692,2149464,-,773,15.27,Intergenic,7,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1990,Pf3D7_13_v3,2163249,2163881,+,633,12.8,As-UTR,2,,UTR (PF3D7_1354300),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_1991,Pf3D7_13_v3,2169179,2169642,+,464,20.47,As-G,7,,PF3D7_1354400,NO,UNCLEAR,UNCLEAR,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_1992,Pf3D7_13_v3,2172548,2173716,+,1169,15.14,UTR-asc,1,PF3D7_1354500,,NO,NO,NO,NO,NO,,YES,NO,NO,NO,YES,NO
Pf3D7lncRNA_1993,Pf3D7_13_v3,2178515,2180427,+,1913,19.18,As-UTR,4,,UTR (PF3D7_1354700),NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_1994,Pf3D7_13_v3,2185534,2186697,-,1164,16.15,As-G,1,,PF3D7_1354900,NO,NO,NO,NO,NO,,NO,YES,NO,NO,NO,NO
Pf3D7lncRNA_1995,Pf3D7_13_v3,2197453,2198224,-,772,15.03,As-UTR,7,,UTR (PF3D7_1355300),YES,NO,NO,NO,YES,PF3D7_1355400,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_1996,Pf3D7_13_v3,2211633,2212148,+,516,17.05,UTR-asc,7,PF3D7_1355800,,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_1997,Pf3D7_13_v3,2227654,2229540,+,1887,16.38,As-G,1,,PF3D7_1356200,NO,NO,NO,NO,NO,,YES,NO,YES,NO,NO,NO
Pf3D7lncRNA_1998,Pf3D7_13_v3,2229788,2230417,+,630,12.54,As-UTR,7,,UTR (PF3D7_1356200),NO,NO,NO,NO,NO,,NO,NO,YES,NO,YES,NO
Pf3D7lncRNA_1999,Pf3D7_13_v3,2230215,2234348,-,4134,16.76,UTR-asc,1,PF3D7_1356200,PF3D7_1356300,NO,YES,YES,NO,NO,,NO,YES,NO,NO,YES,NO
Pf3D7lncRNA_2000,Pf3D7_13_v3,2244039,2244381,+,343,8.75,UTR-asc,7,PF3D7_1356700,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2001,Pf3D7_13_v3,2246299,2246620,-,322,18.01,As-G,9,,PF3D7_1356700,NO,NO,NO,NO,NO,,YES,YES,YES,NO,NO,NO
Pf3D7lncRNA_2002,Pf3D7_13_v3,2270286,2271098,-,813,11.93,As-UTR,1,,"UTR (PF3D7_1357100, PF3D7_1357200)",NO,NO,NO,NO,NO,,NO,NO,NO,YES,NO,NO
Pf3D7lncRNA_2003,Pf3D7_13_v3,2274028,2280881,-,6854,18.7,As-G,4,,"PF3D7_1357200, PF3D7_1357300, PF3D7_1357400",NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2004,Pf3D7_13_v3,2284202,2284524,-,323,13.31,As-UTR,8,,UTR (PF3D7_1357500),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2005,Pf3D7_13_v3,2294122,2294926,-,805,12.92,As-UTR,4,,UTR (PF3D7_1357800),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2006,Pf3D7_13_v3,2325291,2325531,+,241,15.35,As-UTR,8,,UTR (PF3D7_1358700),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2007,Pf3D7_13_v3,2327893,2328325,+,433,6.7,As-UTR,1,,UTR (PF3D7_1358700),NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_2008,Pf3D7_13_v3,2328308,2329705,-,1398,16.24,UTR-asc,4,PF3D7_1358700,"LncRNA, UTR (PF3D7_1358800)",NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2009,Pf3D7_13_v3,2335617,2336350,+,734,16.35,As-G,8,,PF3D7_1359000,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2010,Pf3D7_13_v3,2350486,2350997,+,512,16.8,As-G,7,,PF3D7_1359200,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2011,Pf3D7_13_v3,2357103,2357874,-,772,10.75,UTR-asc,4,PF3D7_1359400,UTR (PF3D7_1359400),NO,NO,NO,NO,NO,,NO,YES,NO,NO,NO,NO
Pf3D7lncRNA_2012,Pf3D7_13_v3,2362329,2364244,+,1916,13.2,As-UTR,1,,UTR (PF3D7_1359400),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2013,Pf3D7_13_v3,2365224,2366909,-,1686,13.11,As-lncRNA,1,,LncRNA,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_2014,Pf3D7_13_v3,2367180,2367863,+,684,9.06,UTR-asc,7,PF3D7_1359600,,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_2015,Pf3D7_13_v3,2369903,2370927,+,1025,13.27,UTR-asc,4,PF3D7_1359600,,NO,NO,NO,YES,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_2016,Pf3D7_13_v3,2379376,2379754,-,379,15.04,As-UTR,7,,UTR (PF3D7_1359600),NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2017,Pf3D7_13_v3,2392332,2395258,-,2927,15.03,As-G,1,,PF3D7_1359800,NO,NO,NO,NO,NO,,YES,YES,NO,NO,NO,NO
Pf3D7lncRNA_2018,Pf3D7_13_v3,2404629,2406394,+,1766,17.38,As-G,1,,PF3D7_1360100,NO,UNCLEAR,UNCLEAR,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2019,Pf3D7_13_v3,2406716,2407897,+,1182,16.67,As-G,7,,PF3D7_1360200,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_2020,Pf3D7_13_v3,2432676,2433769,+,1094,13.07,As-lncRNA,1,,LncRNA,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2021,Pf3D7_13_v3,2433597,2434257,-,661,13.16,As-lncRNA,7,,LncRNA,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2022,Pf3D7_13_v3,2443907,2446013,+,2107,18.79,As-G,4,,PF3D7_1361000,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2023,Pf3D7_13_v3,2448184,2448547,+,364,16.76,Intergenic,8,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2024,Pf3D7_13_v3,2448569,2449704,-,1136,9.33,As-UTR,2,,UTR (PF3D7_1361100),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2025,Pf3D7_13_v3,2453213,2454204,-,992,15.83,As-G,1,,PF3D7_1361100,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_2026,Pf3D7_13_v3,2465939,2468447,+,2509,18.65,As-G,1,,PF3D7_1361500,NO,YES,YES,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_2027,Pf3D7_13_v3,2471303,2477289,-,5987,22.65,As-G,7,,PF3D7_1361700,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2028,Pf3D7_13_v3,2484177,2484671,+,495,13.54,Intergenic,7,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2029,Pf3D7_13_v3,2485554,2485788,-,235,15.32,Intergenic,7,,,NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2030,Pf3D7_13_v3,2492784,2494233,-,1450,18.14,UTR-asc,7,PF3D7_1362200,PF3D7_1362300,NO,NO,NO,NO,NO,,YES,YES,NO,NO,NO,NO
Pf3D7lncRNA_2031,Pf3D7_13_v3,2559774,2560551,-,778,12.6,As-UTR,7,,"UTR (PF3D7_1363800), LncRNA",NO,NO,NO,YES,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_2032,Pf3D7_13_v3,2560552,2562931,+,2380,12.1,UTR-asc,1,PF3D7_1364000,LncRNA,NO,YES,NO,NO,NO,,NO,NO,NO,YES,NO,NO
Pf3D7lncRNA_2033,Pf3D7_13_v3,2566506,2568034,-,1529,17.92,As-G,4,,PF3D7_1364000,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2034,Pf3D7_13_v3,2578205,2580543,+,2339,20.74,As-G,4,,PF3D7_1364300,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_2035,Pf3D7_13_v3,2594657,2595775,-,1119,16.8,As-G,1,,PF3D7_1364400,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2036,Pf3D7_13_v3,2596150,2597976,-,1827,21.35,As-G,7,,PF3D7_1364500,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_2037,Pf3D7_13_v3,2605912,2606268,+,357,13.17,As-UTR,7,,UTR (PF3D7_1364900),NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_2038,Pf3D7_13_v3,2615969,2616991,+,1023,18.18,As-G,2,,PF3D7_1365400,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2039,Pf3D7_13_v3,2629037,2631005,-,1969,18.03,As-G,9,,PF3D7_1365800,NO,NO,NO,NO,NO,,NO,YES,YES,NO,NO,NO
Pf3D7lncRNA_2040,Pf3D7_13_v3,2631521,2631813,-,293,16.04,UTR-asc,7,PF3D7_1365900,UTR (PF3D7_1365900),NO,NO,NO,NO,NO,,NO,YES,NO,NO,NO,NO
Pf3D7lncRNA_2041,Pf3D7_13_v3,2654627,2656069,+,1443,15.94,As-UTR,1,,UTR (PF3D7_1366400),NO,NO,NO,NO,NO,,YES,YES,NO,NO,NO,NO
Pf3D7lncRNA_2042,Pf3D7_13_v3,2663391,2664317,+,927,29.34,As-G,7,,PF3D7_1366600,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2043,Pf3D7_13_v3,2669324,2671064,+,1741,18.9,As-G,6,,PF3D7_1366800,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_2044,Pf3D7_13_v3,2673004,2673347,+,344,12.21,Intergenic,1,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2045,Pf3D7_13_v3,2690770,2691141,-,372,11.02,As-UTR,8,,UTR (PF3D7_1367400),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2046,Pf3D7_13_v3,2704931,2705270,+,340,12.94,Intergenic,8,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2047,Pf3D7_13_v3,2712275,2712987,+,713,11.92,As-UTR,1,,UTR (PF3D7_1368200),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2048,Pf3D7_13_v3,2727143,2727418,+,276,11.23,As-UTR,8,,UTR (PF3D7_1368700),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2049,Pf3D7_13_v3,2730131,2730832,+,702,14.39,As-UTR,4,,"UTR (PF3D7_1368700, PF3D7_1368900)",NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2050,Pf3D7_13_v3,2768005,2769012,-,1008,15.97,As-G,7,,PF3D7_1369400,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2051,Pf3D7_13_v3,2777261,2778270,+,1010,12.87,As-G,4,,PF3D7_1369700,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2052,Pf3D7_13_v3,2781830,2782575,+,746,14.75,UTR-asc,1,PF3D7_1370000,,NO,NO,NO,NO,NO,,NO,NO,NO,YES,NO,NO
Pf3D7lncRNA_2053,Pf3D7_13_v3,2782752,2783222,+,471,17.62,As-G,9,,PF3D7_1370100,NO,NO,NO,NO,NO,,NO,NO,NO,YES,NO,NO
Pf3D7lncRNA_2054,Pf3D7_13_v3,2788816,2790005,-,1190,13.78,As-G,1,,PF3D7_1370300,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_2055,Pf3D7_13_v3,2790400,2792633,+,2234,16.97,Intergenic,1,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2056,Pf3D7_13_v3,2792703,2799112,+,6410,19.58,Intergenic,1,,,NO,NO,NO,NO,YES,PF3D7_1370500,NO,NO,NO,YES,NO,NO
Pf3D7lncRNA_2057,Pf3D7_13_v3,2796668,2797091,-,424,6.6,As-G,5,,PF3D7_1370800,NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2058,Pf3D7_13_v3,2805672,2807015,-,1344,35.49,As-UTR,2,,UTR (PF3D7_1371300),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2059,Pf3D7_13_v3,2807234,2807986,-,753,11.02,UTR-asc,1,PF3D7_1371500,LncRNA,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2060,Pf3D7_13_v3,2807700,2809743,+,2044,14.29,As-G,1,,PF3D7_1371500,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_2061,Pf3D7_13_v3,2827417,2829639,+,2223,13.72,UTR-asc,1,PF3D7_1371900,LncRNA,NO,NO,NO,NO,NO,,YES,NO,NO,YES,NO,NO
Pf3D7lncRNA_2062,Pf3D7_13_v3,2829544,2831133,-,1590,17.55,As-G,1,,PF3D7_1371900,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_2063,Pf3D7_13_v3,2846510,2847176,-,667,11.99,As-G,9,,PF3D7_1372300,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2064,Pf3D7_13_v3,2848704,2849224,+,521,16.31,Intergenic,9,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2065,Pf3D7_13_v3,2849593,2849981,-,389,16.2,Intergenic,2,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2066,Pf3D7_13_v3,2881474,2881828,-,355,12.39,As-Intron,6,,PF3D7_1373400,NO,NO,NO,NO,NO,,NO,YES,NO,NO,NO,NO
Pf3D7lncRNA_2067,Pf3D7_13_v3,2884016,2885136,+,1121,17.13,As-G,1,,PF3D7_1373500,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2068,Pf3D7_13_v3,2884328,2886635,-,2308,23.31,Sense,1,PF3D7_1373500,LncRNA,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2069,Pf3D7_13_v3,2886542,2887013,+,472,8.47,As-Intron,1,,PF3D7_1373500,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2070,Pf3D7_14_v3,3043,3687,-,645,11.32,As-Intron,4,,PF3D7_1400100,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2071,Pf3D7_14_v3,4587,6129,-,1543,20.09,As-G,2,,"PF3D7_1400100, LncRNA",NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2072,Pf3D7_14_v3,6068,6734,+,667,12.44,As-lncRNA,1,,LncRNA,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2073,Pf3D7_14_v3,38721,39194,-,474,18.78,As-UTR,8,,UTR (PF3D7_1401050),NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2074,Pf3D7_14_v3,44278,45073,+,796,11.18,As-lncRNA,7,,LncRNA,NO,NO,NO,YES,NO,,YES,NO,NO,NO,YES,NO
Pf3D7lncRNA_2075,Pf3D7_14_v3,44782,45491,-,710,13.24,As-lncRNA,7,,LncRNA,NO,NO,NO,YES,NO,,NO,NO,NO,NO,YES,NO
Pf3D7lncRNA_2076,Pf3D7_14_v3,55031,58566,+,3536,16.6,As-G,1,,"UTR (PF3D7_1401400), PF3D7_1401500",NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_2077,Pf3D7_14_v3,67251,68548,-,1298,14.64,Intergenic,7,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2078,Pf3D7_14_v3,88942,90399,+,1458,17.63,As-G,4,,"UTR (PF3D7_1402300), PF3D7_1402400",NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_2079,Pf3D7_14_v3,92412,95606,+,3195,15.34,As-G,2,,PF3D7_1402500,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2080,Pf3D7_14_v3,99235,99948,+,714,9.8,As-UTR,1,,UTR (PF3D7_1402700),NO,NO,NO,NO,NO,,NO,NO,NO,NO,YES,NO
Pf3D7lncRNA_2081,Pf3D7_14_v3,119907,120498,+,592,23.31,As-G,1,,PF3D7_1403200,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_2082,Pf3D7_14_v3,126140,127388,-,1249,19.54,As-G,7,,PF3D7_1403400,NO,YES,YES,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_2083,Pf3D7_14_v3,141840,142125,+,286,9.09,As-UTR,7,,UTR (PF3D7_1403900),NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_2084,Pf3D7_14_v3,146463,146893,+,431,15.08,Intergenic,7,,,NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2085,Pf3D7_14_v3,150341,151280,-,940,23.83,As-G,7,,PF3D7_1404300,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2086,Pf3D7_14_v3,152289,152725,-,437,10.76,As-G,2,,PF3D7_1404400,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2087,Pf3D7_14_v3,163541,163896,+,356,15.17,As-UTR,7,,UTR (PF3D7_1404800),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2088,Pf3D7_14_v3,195289,196637,+,1349,15.05,As-G,7,,PF3D7_1405700,NO,NO,NO,NO,NO,,NO,NO,NO,YES,NO,NO
Pf3D7lncRNA_2089,Pf3D7_14_v3,199682,200396,+,715,14.97,As-UTR,9,,UTR (PF3D7_1405800),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2090,Pf3D7_14_v3,246125,247503,+,1379,21.03,UTR-asc,3,PF3D7_1406700,PF3D7_1406800,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_2091,Pf3D7_14_v3,256504,258125,-,1622,18.31,As-UTR,4,,UTR (PF3D7_1407000),NO,NO,NO,NO,NO,,YES,NO,YES,NO,NO,NO
Pf3D7lncRNA_2092,Pf3D7_14_v3,282522,283364,-,843,16.13,As-G,9,,PF3D7_1407800,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2093,Pf3D7_14_v3,286721,287207,-,487,10.68,As-UTR,7,,UTR (PF3D7_1407900),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2094,Pf3D7_14_v3,290059,291884,-,1826,15.5,As-UTR,4,,UTR (PF3D7_1407900),NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_2095,Pf3D7_14_v3,294442,294950,-,509,28.29,As-G,7,,PF3D7_1408000,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2096,Pf3D7_14_v3,295089,295635,-,547,12.61,As-UTR,7,,UTR (PF3D7_1408000),NO,YES,NO,NO,NO,,YES,YES,NO,NO,NO,NO
Pf3D7lncRNA_2097,Pf3D7_14_v3,299532,300044,+,513,13.84,UTR-asc,7,PF3D7_1408100,UTR (PF3D7_1408200),NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2098,Pf3D7_14_v3,309625,310915,+,1291,14.56,Intergenic,1,,,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_2099,Pf3D7_14_v3,320860,321811,-,952,13.87,As-UTR,4,,UTR (PF3D7_1408500),NO,YES,NO,NO,NO,,YES,NO,YES,NO,NO,NO
Pf3D7lncRNA_2100,Pf3D7_14_v3,352918,354345,+,1428,18.14,As-G,1,,PF3D7_1409000,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_2101,Pf3D7_14_v3,367504,369038,+,1535,13.16,As-UTR,4,,UTR (PF3D7_1409400),NO,NO,NO,NO,NO,,YES,YES,NO,NO,NO,NO
Pf3D7lncRNA_2102,Pf3D7_14_v3,384800,385611,-,812,11.7,As-UTR,7,,UTR (PF3D7_1409800),NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
