Gene ID,Transcript ID,Chromosome,Start,Stop,Strand,Length,Exon count,Exon lengths,Relative Exon starts,GC content,Coding potential,Mean expression ,Max expression ,Max expression time-point ,Log2 fold change ,Significant Differential GENE Expression,Max JS Specificity score ,More correlated neighbor                 ,More correlated neighbor            description       ,Correlation with more correlated neighbor                ,Orientation with respect to more correlated neighbor             ,Distance from more correlated neighbor              ,Less correlated neighbor     ,Less correlated neighbor description       ,Correlation with less correlated neighbor ,Distance from less correlated neighbor,FPKM T20,FPKM T24,FPKM T28,FPKM T32,FPKM T36,FPKM T40,FPKM T44,FPKM T48,FPKM TT8,FPKM R,FPKM ET,FPKM LT,FPKM S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005054,TCONS_00007331,Pf3D7_13_v3,2122683,2123506,+,823,1,"823,","0,",0.16,,16.07,49.92,TT8,3.01,YES,0.16,PF3D7_1353000,"tryptophan-rich antigen, pseudogene",0.68,divergent,1770,PF3D7_1353100,"Plasmodium exported protein, unknown function",0.223003836,765,13.38,5.87,5.46,7.87,5.33,16.32,28.53,9.39,49.92,13.85,3.41,9.46,16.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005055,TCONS_00007332,Pf3D7_13_v3,2127001,2127768,+,564,2,"27,537,","0,230,",0.13,,9.74,46.26,T20,5.09,,0.23,NA,NA,NA,NA,NA,PF3D7_1353100,"Plasmodium exported protein, unknown function",0.935875213,1731,46.26,8.33,2.34,1.59,0.39,0.52,0.73,1.57,18.42,20.79,2.70,3.06,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005480,TCONS_00007977,Pf3D7_13_v3,2127904,2129012,-,1108,1,"1108,","0,",0.13,,9.19,35.15,T14,5.18,YES,0.24,PF3D7_1353200,membrane associated histidine-rich protein (MAHRP2),0.98,divergent,1518,NA,NA,NA,NA,28.34,6.27,1.17,0.34,0.17,0.00,0.32,1.41,22.71,18.83,0.00,0.66,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005059,TCONS_00007337,Pf3D7_13_v3,2148235,2149468,+,1233,1,"1233,","0,",0.14,,6.82,15.16,T20,2.60,,0.16,PF3D7_1353700,"conserved Plasmodium protein, unknown function",0.35,tandem,599,PF3D7_1353600,ER lumen protein retaining receptor (ERD2),0.318277479,1088,15.16,5.45,4.41,7.88,5.74,7.43,10.21,5.10,4.18,11.11,1.41,4.79,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005062,TCONS_00007342,Pf3D7_13_v3,2172151,2173371,+,1220,1,"1220,","0,",0.14,,15.76,26.20,T20,2.21,,0.14,PF3D7_1354400,"V-type ATPase, putative",0.87,divergent,1735,PF3D7_1354500,adenylosuccinate synthetase (adsS),0.484752902,974,26.20,16.86,16.01,18.49,7.69,9.06,17.84,4.89,19.41,20.68,19.05,33.32,18.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005067,TCONS_00007354,Pf3D7_13_v3,2211638,2212190,+,552,1,"552,","0,",0.18,,307.14,598.51,TT8,2.77,YES,0.13,PF3D7_1355700,"protein phosphatase, putative",0.94,divergent,1180,NA,NA,NA,NA,467.93,354.29,290.49,244.77,192.43,159.73,204.87,86.99,598.51,320.20,220.93,199.56,172.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005499,TCONS_00008000,Pf3D7_13_v3,2246632,2247283,-,651,1,"651,","0,",0.14,,7.79,29.25,T44,4.92,,0.24,PF3D7_1356800,"serine/threonine protein kinase, putative (ARK3)",0.94,divergent,2303,PF3D7_1356700,"DnaJ protein, putative",0.010616973,120,0.68,0.35,0.00,0.00,0.00,11.77,29.25,13.46,15.78,1.58,0.00,0.00,15.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005086,TCONS_00007387,Pf3D7_13_v3,2328333,2329040,+,707,1,"707,","0,",0.18,,18.25,47.86,T14,3.48,,0.16,PF3D7_1358800,"40S ribosomal protein S13, putative",0.74,tandem,2033,PF3D7_1358700,"HVA22-like protein, putative",0.606821586,1478,38.90,18.30,10.25,9.15,5.79,8.23,3.37,3.66,44.72,29.53,5.79,4.34,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005510,TCONS_00008018,Pf3D7_13_v3,2365386,2366481,-,1095,1,"1095,","0,",0.14,,8.42,25.44,T32,3.18,YES,0.18,NA,NA,NA,NA,NA,PF3D7_1359500,"conserved Plasmodium protein, unknown function",-0.061641747,151,2.65,8.97,18.43,25.44,7.97,10.03,7.57,4.32,3.08,2.07,13.21,20.87,10.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005091,TCONS_00007395,Pf3D7_13_v3,2367589,2369611,+,1918,2,"1111,807,","0,1215,",0.13,,52.31,185.62,T28,5.61,YES,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.19,76.68,185.62,78.51,83.39,50.82,47.97,9.41,9.05,13.26,20.18,24.58,11.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005092,TCONS_00007396,Pf3D7_13_v3,2370086,2370671,+,585,1,"585,","0,",0.14,,28.91,157.93,T28,6.22,YES,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.15,29.13,157.93,29.49,32.85,20.27,14.53,1.34,6.28,6.98,5.30,7.70,4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005093,TCONS_00007397,Pf3D7_13_v3,2370889,2371139,+,250,1,"250,","0,",0.16,,49.30,129.72,T28,7.03,YES,0.17,PF3D7_1359600,"conserved Plasmodium protein, unknown function",0.79,tandem,742,NA,NA,NA,NA,11.57,77.25,129.72,80.42,77.69,75.33,34.53,32.82,22.98,10.15,31.30,8.40,8.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005511,TCONS_00008019,Pf3D7_13_v3,2377993,2379044,-,1051,1,"1051,","0,",0.13,,20.85,121.70,T48,6.19,YES,0.22,PF3D7_1359700,"conserved Plasmodium protein, unknown function",0.85,divergent,2120,PF3D7_1359600,"conserved Plasmodium protein, unknown function",-0.374018982,34,3.67,1.55,0.72,0.68,2.06,6.74,30.71,121.70,34.26,3.10,0.77,0.21,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005536,TCONS_00008066,Pf3D7_13_v3,2627042,2627807,-,765,1,"765,","0,",0.10,,13.15,32.42,T6,3.03,,0.16,PF3D7_1365800,"conserved Plasmodium protein, unknown function",0.53,divergent,2053,PF3D7_1365700,"conserved Plasmodium membrane protein, unknown function",0.150251863,944,22.76,11.10,20.22,5.94,3.08,3.35,17.67,4.41,12.15,12.06,4.92,3.71,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005134,TCONS_00007456,Pf3D7_13_v3,2653727,2654846,+,1119,1,"1119,","0,",0.11,,9.41,23.99,T20,3.96,YES,0.18,PF3D7_1366300,"conserved Plasmodium protein, unknown function",0.80,divergent,1030,PF3D7_1366400,rhoptry protein (Rhop148),-0.090447503,430,23.99,10.61,7.98,4.21,3.18,3.03,2.97,0.60,22.96,14.84,6.19,5.28,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005144,TCONS_00007473,Pf3D7_13_v3,2717104,2717668,+,564,1,"564,","0,",0.12,,14.60,29.15,T20,1.84,,0.14,PF3D7_1368300,"conserved Plasmodium protein, unknown function",0.81,tandem,184,PF3D7_1368200,"RNAse L inhibitor protein, putative",0.513215788,1668,29.15,13.84,11.46,12.78,16.61,14.37,18.06,14.82,7.43,14.50,6.66,6.21,20.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005147,TCONS_00007476,Pf3D7_13_v3,2736837,2738164,+,1327,1,"1327,","0,",0.15,,3.88,9.21,T32,2.43,,0.18,PF3D7_1368800,"DNA repair endonuclease, putative",0.73,divergent,694,PF3D7_1368900,"conserved Plasmodium protein, unknown function",-0.056616068,1185,1.22,0.89,3.99,9.21,6.72,6.20,6.95,1.38,2.37,0.27,1.60,4.08,5.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005557,TCONS_00008101,Pf3D7_13_v3,2784581,2786495,-,1914,1,"1914,","0,",0.14,,10.84,47.50,T20,5.39,YES,0.24,PF3D7_1370300,membrane associated histidine-rich protein (MAHRP1),0.95,divergent,1476,NA,NA,NA,NA,47.50,9.08,1.62,0.78,0.34,0.34,0.16,2.74,16.38,20.28,0.80,0.84,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005164,TCONS_00007500,Pf3D7_13_v3,2827370,2829426,+,2056,1,"2056,","0,",0.14,,12.06,54.61,T28,5.46,YES,0.23,PF3D7_1371800,"Plasmodium exported protein, unknown function",0.97,divergent,1518,PF3D7_1371900,"Plasmodium exported protein, unknown function",0.908227169,429,5.89,23.19,54.61,37.36,5.57,2.68,0.79,0.35,1.27,6.72,14.52,17.18,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005178,TCONS_00007518,Pf3D7_13_v3,2914041,2921346,+,7305,1,"7305,","0,",0.32,,2.04,13.41,T48,3.84,YES,0.35,PF3D7_1373500,"erythrocyte membrane protein 1, PfEMP1 (VAR)",0.14,divergent,21701,NA,NA,NA,NA,0.03,0.03,0.01,0.01,0.01,0.53,1.63,13.41,2.20,0.01,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005565,TCONS_00008110,Pf3D7_14_v3,44486,45398,+,631,2,"583,48,","0,864,",0.13,,7.73,53.14,TT8,5.76,YES,0.36,PF3D7_1401100,"DnaJ protein, putative",0.77,divergent,1393,PF3D7_1401200,"Plasmodium exported protein, unknown function",-0.631995967,1434,2.05,0.00,0.00,0.00,0.00,0.00,0.48,0.00,53.14,1.25,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005567,TCONS_00008112,Pf3D7_14_v3,55243,55988,+,636,2,"609,27,","0,718,",0.13,,21.64,116.83,TT8,6.88,YES,0.23,PF3D7_1401400,early transcribed membrane protein 14.1 (ETRAMP14),0.94,divergent,1509,PF3D7_1401500,"lysophospholipase, putative",0.274581279,1183,23.43,5.29,0.89,0.00,0.00,0.00,14.60,5.93,116.83,16.51,0.00,0.00,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005569,TCONS_00008114,Pf3D7_14_v3,59755,61221,+,1466,1,"1466,","0,",0.13,,2.39,12.29,T20,3.43,,0.27,PF3D7_1401500,"lysophospholipase, putative",0.93,divergent,1462,PF3D7_1401600,"Plasmodium exported protein (PHISTb), unknown function",-0.063329938,142,12.29,6.07,2.62,0.84,0.42,0.28,0.58,0.43,1.98,2.32,0.52,0.66,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005570,TCONS_00008115,Pf3D7_14_v3,64721,66229,+,1508,1,"1508,","0,",0.15,,4.34,9.83,T14,3.06,YES,0.18,PF3D7_1401600,"Plasmodium exported protein (PHISTb), unknown function",0.71,divergent,1733,PF3D7_1401700,"Plasmodium exported protein, unknown function",-0.027875395,39,8.00,1.51,0.91,0.50,0.30,3.46,8.77,4.37,8.32,6.45,0.71,0.39,7.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005585,TCONS_00008136,Pf3D7_14_v3,168679,168934,+,255,1,"255,","0,",0.16,,52.29,255.98,TT8,5.57,,0.17,PF3D7_1404900,"conserved Plasmodium protein, unknown function",0.93,tandem,1065,PF3D7_1404800,"conserved Plasmodium protein, unknown function",0.905404813,1825,51.40,39.91,9.29,14.23,9.04,4.42,22.50,59.17,255.98,50.94,7.13,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_006057,TCONS_00008839,Pf3D7_14_v3,216250,216913,-,663,1,"663,","0,",0.15,,27.54,49.38,T20,2.25,,0.14,PF3D7_1406100,"conserved Plasmodium protein, unknown function",0.87,tandem,599,PF3D7_1406000,"RNA binding protein, putative",0.604396397,931,49.38,45.29,32.08,23.42,28.21,22.40,21.23,9.62,25.04,24.88,15.72,23.79,14.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_006064,TCONS_00008847,Pf3D7_14_v3,277674,278545,-,871,1,"871,","0,",0.17,,2.55,18.29,TT8,4.09,YES,0.31,PF3D7_1407700,"conserved Plasmodium protein, unknown function",0.51,divergent,630,PF3D7_1407600,"conserved Plasmodium protein, unknown function",0.497735216,559,1.34,1.40,0.40,0.40,0.13,0.18,0.72,2.12,18.29,3.95,0.30,0.00,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_006066,TCONS_00008849,Pf3D7_14_v3,290608,291304,-,696,1,"696,","0,",0.15,,15.77,32.91,T28,3.58,,0.15,PF3D7_1408000,plasmepsin II,0.93,divergent,2166,PF3D7_1407900,plasmepsin I (PMI),0.347875179,953,26.74,17.56,32.91,26.70,6.48,4.43,5.44,1.83,24.50,10.59,5.55,7.32,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_006067,TCONS_00008850,Pf3D7_14_v3,295510,296332,-,822,1,"822,","0,",0.14,,4.84,19.99,T20,3.87,,0.22,PF3D7_1408100,"plasmepsin III,histo-aspartic protease (HAP)",0.90,divergent,1135,PF3D7_1408000,plasmepsin II,0.753691336,678,19.99,6.20,6.14,8.14,1.81,1.07,0.73,0.80,2.07,9.19,3.24,3.01,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_006069,TCONS_00008852,Pf3D7_14_v3,306040,308431,-,2391,1,"2391,","0,",0.12,,43.83,106.65,T20,4.71,YES,0.15,PF3D7_1408200,transcription factor with AP2 domain(s) (ApiAP2),0.99,tandem,207,NA,NA,NA,NA,106.65,72.90,66.39,32.16,16.13,8.09,9.76,3.10,58.24,58.77,33.98,26.57,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005602,TCONS_00008171,Pf3D7_14_v3,308979,311283,+,2304,1,"2304,","0,",0.13,,9.57,24.58,T20,4.30,YES,0.18,NA,NA,NA,NA,NA,PF3D7_1408300,"conserved Plasmodium protein, unknown function",-0.482406593,1285,24.58,15.76,13.79,11.20,3.67,1.48,1.32,0.29,8.53,14.44,7.75,7.11,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_006071,TCONS_00008855,Pf3D7_14_v3,318405,319415,-,1010,1,"1010,","0,",0.14,,14.86,33.59,T28,5.11,YES,0.16,PF3D7_1408500,"conserved Plasmodium protein, unknown function",0.52,divergent,858,PF3D7_1408400,"DNA-repair helicase, putative",0.24779045,948,18.81,19.75,33.59,25.00,18.67,15.25,8.28,0.00,5.83,12.20,11.77,18.87,6.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_006072,TCONS_00008856,Pf3D7_14_v3,321142,321820,-,678,1,"678,","0,",0.15,,12.92,33.26,T20,4.08,,0.16,PF3D7_1408600,"40S ribosomal protein S8e, putative",0.78,divergent,1496,PF3D7_1408500,"conserved Plasmodium protein, unknown function",0.603388947,281,33.26,16.96,19.96,21.65,9.51,8.65,10.28,1.03,8.57,11.85,8.36,15.31,6.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005609,TCONS_00008181,Pf3D7_14_v3,368024,369190,+,1166,1,"1166,","0,",0.13,,3.70,18.18,T44,3.97,,0.25,PF3D7_1409400,"conserved Plasmodium membrane protein, unknown function",0.86,divergent,997,PF3D7_1409500,"conserved Plasmodium protein, unknown function",0.661893251,955,0.86,0.22,0.30,1.03,0.72,4.73,18.18,4.67,4.99,0.34,0.00,0.59,7.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_006079,TCONS_00008867,Pf3D7_14_v3,380740,381954,-,1214,1,"1214,","0,",0.17,,2.94,7.05,T32,2.47,,0.18,PF3D7_1409800,"RNA binding protein Bruno, putative (HoBo)",0.71,divergent,1233,PF3D7_1409700,"conserved Plasmodium protein, unknown function",0.442192262,558,3.88,3.43,7.01,7.05,3.34,1.87,1.24,0.45,1.74,1.52,2.80,4.08,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_006080,TCONS_00008868,Pf3D7_14_v3,386407,388172,-,1765,1,"1765,","0,",0.14,,5.86,12.26,T20,3.73,YES,0.17,NA,NA,NA,NA,NA,PF3D7_1409800,"RNA binding protein Bruno, putative (HoBo)",0.304092894,1675,12.26,7.56,8.24,9.98,5.01,5.91,2.19,0.80,4.02,7.21,4.37,5.17,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005613,TCONS_00008186,Pf3D7_14_v3,388206,388574,+,368,1,"368,","0,",0.11,,16.84,58.93,T20,5.91,YES,0.19,NA,NA,NA,NA,NA,PF3D7_1409900,cytidine diphosphate-diacylglycerol synthase (CDS),0.516538606,1017,58.93,40.23,28.70,7.11,6.23,9.22,9.20,0.00,9.75,15.21,3.51,0.00,2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005619,TCONS_00008197,Pf3D7_14_v3,432276,433242,+,966,1,"966,","0,",0.14,,6.65,27.32,T44,4.82,YES,0.21,PF3D7_1410800,"ankyrin-repeat protein, putative",0.90,tandem,708,PF3D7_1410700,"conserved Plasmodium protein, unknown function",0.766386406,1415,1.28,0.00,1.58,1.98,4.87,11.12,27.32,8.55,8.12,1.61,0.81,3.74,11.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
